"","age_group","sex","miles","acc_inv"
"3363","(21,80]","F","3","0"
"3364","(16,18]","F","3","0"
"3365","(21,80]","F","3","0"
"3366","(21,80]","F","3","0"
"3367","(21,80]","M","3","0"
"3368","(16,18]","F","3","0"
"3369","(21,80]","M","1","0"
"3370","(16,18]","M","1","0"
"3371","(16,18]","F","3","0"
"3372","(21,80]","F","2","0"
"3373","(21,80]","F","2","0"
"3374","(18,21]","M","2","0"
"3375","(16,18]","F","3","0"
"3376","(21,80]","F","3","0"
"3377","(21,80]","F","2","0"
"3378","(16,18]","M","3","0"
"3379","(16,18]","M","3","0"
"3380","(18,21]","F","3","0"
"3381","(18,21]","F",NA,"0"
"3382","(16,18]","F","3","1+"
"3383","(18,21]","F","3","0"
"3384","(16,18]","F","3","0"
"3385","(21,80]","M","3","0"
"3386","(21,80]","M","2","0"
"3387","(18,21]","F","2","0"
"3388","(18,21]","F","3","0"
"3389","(18,21]","F","3","0"
"3390","(18,21]","F","2","0"
"3391","(18,21]","M","2","0"
"3392","(21,80]","F","3","0"
"3393","(18,21]","M","3","0"
"3394","(21,80]","F","3","0"
"3395","(18,21]","M","2","0"
"3396","(18,21]","F","3","0"
"3397","(16,18]","F","3","0"
"3398","(18,21]","M","2","0"
"3399","(16,18]","M","3","0"
"3400","(21,80]","F","3","0"
"3401","(16,18]","F","3","0"
"3402","(18,21]","F","2","0"
"3403","(18,21]","F",NA,"0"
"3404","(16,18]","F","2","0"
"3405","(21,80]","F","3","0"
"3406","(16,18]","F","3","0"
"3407","(16,18]","M","1","0"
"3408","(16,18]","F","2","0"
"3409","(18,21]","F","3","0"
"3410","(18,21]","F","3","0"
"3411","(16,18]","M","2","0"
"3412","(18,21]","M","3","0"
"3413","(16,18]","M","2","0"
"3414","(18,21]","M","3","0"
"3415","(21,80]","F","3","0"
"3416","(21,80]","F","3","1+"
"3417","(18,21]","F","3","0"
"3418","(21,80]","F","3","0"
"3419","(21,80]","M","3","0"
"3420","(16,18]","F","3","0"
"3421","(16,18]","M","1","0"
"3422","(18,21]","F",NA,"0"
"3423","(21,80]","F","2","0"
"3424","(18,21]","F","2","0"
"3425","(21,80]","F",NA,"0"
"3426","(21,80]","F","3","0"
"3427","(18,21]","M","3","0"
"3428","(18,21]","F","2","0"
"3429","(16,18]","F","2","0"
"3430","(21,80]","F",NA,"0"
"3431","(16,18]","F","3","0"
"3432","(21,80]","F","3","0"
"3433","(16,18]","F","3","0"
"3434","(21,80]","F","3","0"
"3435","(21,80]","F","3","0"
"3436","(16,18]","F","3","0"
"3437","(16,18]","F","2","0"
"3438","(21,80]","F","3","0"
"3439","(16,18]","F","3",NA
"3440","(18,21]","F","3","0"
"3441","(21,80]","F",NA,"0"
"3442","(16,18]","M","2","0"
"3443","(16,18]","F","3","1+"
"3444","(21,80]","F","3","0"
"3445","(16,18]","F","3","0"
"3446","(16,18]","F","3","1+"
"3447","(16,18]","M","1","0"
"3448","(18,21]","M","2","0"
"3449","(16,18]","F","3","0"
"3450","(21,80]","F","2","0"
"3451","(21,80]","F","2","0"
"3452","(21,80]","F","2","0"
"3453","(21,80]","F","2","0"
"3454","(18,21]","F","1","0"
"3455","(18,21]","F","2","0"
"3456","(18,21]","F","3","0"
"3457","(18,21]","M","2","0"
"3458","(21,80]","F","3","0"
"3459","(18,21]","M","3","0"
"3460","(21,80]","M","3","0"
"3461","(16,18]","F","3","0"
"3462","(16,18]","M","3","0"
"3463","(16,18]","F",NA,"0"
"3464","(16,18]","F","3","0"
"3465","(18,21]","F","3","0"
"3466","(16,18]","F","3","0"
"3467","(16,18]","F","3","0"
"3468","(16,18]","F","2","0"
"3469","(16,18]","M","2","0"
"3470","(16,18]","F","2","0"
"3471","(18,21]","M","2","1+"
"3472","(16,18]","F",NA,"0"
"3473","(21,80]","F","2","0"
"3474","(21,80]","M","3","0"
"3475","(21,80]","F",NA,"0"
"3476","(16,18]","M","3","0"
"3477","(16,18]","M","3","0"
"3478","(16,18]","F","2","0"
"3479","(16,18]","M","2","0"
"3480","(21,80]","F","3","0"
"3481","(21,80]","F","2","0"
"3482","(16,18]","M","2","0"
"3483","(16,18]","F","3","0"
"3484","(21,80]","F","3","0"
"3485","(16,18]","M","1","1+"
"3486","(18,21]","F","3","0"
"3487","(16,18]","F","2","0"
"3488","(16,18]","F","3","0"
"3489","(21,80]","F","2","0"
"3490","(21,80]","F","3","0"
"3491","(16,18]","F","2","1+"
"3492","(16,18]","F","3","0"
"3493","(21,80]","F","3","0"
"3494","(16,18]","M","3","0"
"3495","(18,21]","M","2","0"
"3496","(16,18]","F","2","0"
"3497","(18,21]","M","1","0"
"3498","(16,18]","F","3","0"
"3499","(21,80]","F","2","0"
"3500","(16,18]","M","3","0"
"3501","(18,21]","F","2","0"
"3502","(18,21]","F","3","0"
"3503","(16,18]","F","3","0"
"3504","(21,80]","M","2","0"
"3505","(16,18]","F","3","0"
"3506","(18,21]","M","2","0"
"3507","(21,80]","F","2","1+"
"3508","(18,21]","F","3","0"
"3509","(16,18]","M","2","0"
"3510","(21,80]","M","2","0"
"3511","(16,18]","M","2","0"
"3512","(16,18]","F","3","0"
"3513","(21,80]","F","3","0"
"3514","(18,21]","F","3","0"
"3515","(16,18]","F","2","0"
"3516","(21,80]","F","2","0"
"3517","(16,18]","M","2","0"
"3518","(16,18]","F",NA,"0"
"3519","(16,18]","F","2","0"
"3520","(16,18]","M","3","0"
"3521","(16,18]","F","3","0"
"3522","(18,21]","M","3","0"
"3523","(16,18]","F","3","0"
"3524","(21,80]","M","2","0"
"3525","(16,18]","M","1","0"
"3526","(21,80]","M","1","0"
"3527","(21,80]","F","3","0"
"3528","(21,80]","F","2","0"
"3529","(16,18]","M","3","0"
"3530","(18,21]","F","3","0"
"3531","(21,80]","F","3","1+"
"3532","(16,18]","F","2","0"
"3533","(16,18]","M","3","0"
"3534","(16,18]","F","3","0"
"3535","(21,80]","M","3","0"
"3536","(21,80]","M","2","0"
"3537","(21,80]","F","3","0"
"3538","(18,21]","F","3","1+"
"3539","(16,18]","M","2","0"
"3540","(16,18]","M","3","0"
"3541","(21,80]","F","1","0"
"3542","(18,21]","F","3","0"
"3543","(16,18]","F","2","0"
"3544","(21,80]","F","3","0"
"3545","(18,21]","M","2","0"
"3546","(21,80]","F","2","0"
"3547","(18,21]","F","3","0"
"3548","(16,18]","F","3","0"
"3549","(21,80]","M","2","0"
"3550","(21,80]","F","3","0"
"3551","(18,21]","F","2","0"
"3552","(18,21]","F","2","0"
"3553","(16,18]","M","1","0"
"3554","(21,80]","F","2","0"
"3555","(18,21]","F","3","0"
"3556","(16,18]","M","3","0"
"3557","(16,18]","M","3","0"
"3558","(16,18]","F",NA,"0"
"3559","(16,18]","F","3","1+"
"3560","(16,18]","M","2","1+"
"3561","(16,18]","F","3","0"
"3562","(21,80]","F","3","0"
"3563","(21,80]","F","3","0"
"3564","(16,18]","M","2","0"
"3565","(16,18]","F","2","0"
"3566","(21,80]","F","3","0"
"3567","(16,18]","F","3","0"
"3568","(16,18]","F","3","1+"
"3569","(16,18]","F","2","0"
"3570","(18,21]","F","3","0"
"3571","(16,18]","F","2","0"
"3572","(21,80]","M","2","0"
"3573","(21,80]","M","2","0"
"3574","(21,80]","F","2","0"
"3575","(21,80]","F","3","0"
"3576","(16,18]","F","3","0"
"3577","(16,18]","F","3","0"
"3578","(21,80]","F","3","0"
"3579","(16,18]","F","3","0"
"3580","(18,21]","F",NA,"0"
"3581","(21,80]","F","2","0"
"3582","(21,80]","F",NA,"0"
"3583","(21,80]","F","3","0"
"3584","(21,80]","F","3","0"
"3585","(18,21]","F","3","0"
"3586","(21,80]","F","3","0"
"3587","(16,18]","F","3","0"
"3588","(21,80]","F","2","0"
"3589","(16,18]","F",NA,"0"
"3590","(16,18]","M","3","0"
"3591","(21,80]","F","3","0"
"3592","(21,80]","M","1","0"
"3593","(16,18]","M","1","1+"
"3594","(16,18]","M","3","0"
"3595","(21,80]","M","2","0"
"3596","(18,21]","F","3","0"
"3597","(16,18]","M","3","0"
"3598","(16,18]","M","3","0"
"3599","(16,18]","M","3","0"
"3600","(21,80]","F","2","0"
"3601","(16,18]","F","2","0"
"3602","(21,80]","F","3","0"
"3603","(21,80]","F","3","0"
"3604","(18,21]","F","3","1+"
"3605","(16,18]","F","3","0"
"3606","(21,80]","F","3","0"
"3607","(16,18]","M","1","1+"
"3608","(16,18]","F","2","0"
"3609","(18,21]","M","3","0"
"3610","(16,18]","M","2","0"
"3611","(18,21]","M","3","0"
"3612","(21,80]","F","2","0"
"3613","(16,18]","M","2","0"
"3614","(21,80]","M","2","0"
"3615","(18,21]","M","2","0"
"3616","(21,80]","F","2","0"
"3617","(16,18]","M","2","0"
"3618","(21,80]","F","3","0"
"3619","(21,80]","M","2","0"
"3620","(18,21]","F","3","0"
"3621","(18,21]","F","3","0"
"3622","(21,80]","M","3","0"
"3623","(18,21]","F","3","0"
"3624","(18,21]","F","2","0"
"3625","(18,21]","F","3","0"
"3626","(16,18]","F","2","0"
"3627","(18,21]","F","1","0"
"3628","(18,21]","F","3","0"
"3629","(16,18]","M","3","0"
"3630","(21,80]","M","3","0"
"3631","(18,21]","F","3","0"
"3632","(16,18]","F","3","0"
"3633","(21,80]","M","2","0"
"3634","(16,18]","F","3","0"
"3635","(18,21]","M","2","0"
"3636","(16,18]","F","2","0"
"3637","(21,80]","M","3","0"
"3638","(16,18]","M","3","0"
"3639","(16,18]","F",NA,"0"
"3640","(16,18]","F","3","1+"
"3641","(21,80]","M","1","0"
"3642","(21,80]","M","2","0"
"3643","(16,18]","F","3","0"
"3644","(21,80]","F","3","0"
"3645","(21,80]","F","2","0"
"3646","(16,18]","F","3","0"
"3647","(16,18]","M","2","1+"
"3648","(16,18]","F","2","0"
"3649","(18,21]","F","1","0"
"3650","(18,21]","F","2","0"
"3651","(16,18]","M","3","0"
"3652","(18,21]","F","3","0"
"3653","(18,21]","F","3","0"
"3654","(21,80]","F","2","0"
"3655","(16,18]","F","3","0"
"3656","(16,18]","F","2","0"
"3657","(18,21]","F",NA,"0"
"3658","(16,18]","M","3",NA
"3659","(21,80]","F","3","0"
"3660","(21,80]","F","3","0"
"3661","(21,80]","F","3","0"
"3662","(21,80]","F","3","0"
"3663","(16,18]","M","3","1+"
"3664","(18,21]","M","3","0"
"3665","(18,21]","M","3","0"
"3666","(18,21]","F","2","0"
"3667","(18,21]","F","1","0"
"3668","(21,80]","F","2","0"
"3669","(18,21]","M","1","0"
"3670","(21,80]","F","3","0"
"3671","(18,21]","M","3","0"
"3672","(16,18]","M","2","0"
"3673","(18,21]","F","3","0"
"3674","(18,21]","F","2","0"
"3675","(18,21]","F","2","0"
"3676","(21,80]","F","3","0"
"3677","(16,18]","F","3","0"
"3678","(18,21]","F","2","0"
"3679","(21,80]","F","2","0"
"3680","(21,80]","M","3","0"
"3681","(18,21]","F","2","0"
"3682","(21,80]","F","3","0"
"3683","(16,18]","F","3","0"
"3684","(16,18]","M","2","0"
"3685","(18,21]","M","2","0"
"3686","(16,18]","M","3","0"
"3687","(21,80]","F","2","0"
"3688","(16,18]","M","1","0"
"3689","(21,80]","M","3","0"
"3690","(16,18]","M","2","1+"
"3691","(16,18]","M","3","0"
"3692","(18,21]","F","3","0"
"3693","(16,18]","M","3","0"
"3694","(16,18]","M","2","1+"
"3695","(21,80]","F","3","0"
"3696","(21,80]","F","2","0"
"3697","(18,21]","F","3","0"
"3698","(16,18]","M","2","0"
"3699","(18,21]","F","3","0"
"3700","(21,80]","F","3","0"
"3701","(18,21]","F","2","0"
"3702","(18,21]","M","2","0"
"3703","(16,18]","F","3","0"
"3704","(21,80]","M","3","0"
"3705","(16,18]","M","3","0"
"3706","(18,21]","F","2","0"
"3707","(16,18]","M","2","0"
"3708","(16,18]","M","1","1+"
"3709","(16,18]","F","2","0"
"3710","(18,21]","M","3","0"
"3711","(21,80]","M","2","0"
"3712","(21,80]","F","3","0"
"3713","(16,18]","M","2","0"
"3714","(16,18]","F","2","1+"
"3715","(16,18]","F","2","0"
"3716","(21,80]","F","3","0"
"3717","(16,18]","M","3","0"
"3718","(16,18]","F","2","0"
"3719","(16,18]","F","2","0"
"3720","(16,18]","M","2","0"
"3721","(18,21]","F",NA,"0"
"3722","(18,21]","F","2","0"
"3723","(16,18]","F","2","0"
"3724","(18,21]","M",NA,"0"
"3725","(18,21]","F","2","0"
"3726","(18,21]","F","3","0"
"3727","(18,21]","F","2","0"
"3728","(21,80]","F","3","0"
"3729","(21,80]","F","2","0"
"3730","(18,21]","F","3","0"
"3731","(16,18]","F","3","0"
"3732","(18,21]","F","2","0"
"3733","(18,21]","F","2","0"
"3734","(16,18]","F","3","0"
"3735","(16,18]","M","3","0"
"3736","(18,21]","F",NA,"0"
"3737","(21,80]","F","2","0"
"3738","(21,80]","F","2","0"
"3739","(16,18]","F","2","0"
"3740","(21,80]","M","2",NA
"3741","(21,80]","F","3","0"
"3742","(21,80]","M","2","0"
"3743","(18,21]","F","3","0"
"3744","(16,18]","F","3","0"
"3745","(18,21]","M","3","0"
"3746","(21,80]","F","2","1+"
"3747","(16,18]","F","2","1+"
"3748","(21,80]","F","2","0"
"3749","(21,80]","M","3","0"
"3750","(16,18]","F","2","0"
"3751","(21,80]","F","3","0"
"3752","(16,18]","F",NA,"0"
"3753","(21,80]","F","3","0"
"3754","(21,80]","F","3","0"
"3755","(21,80]","F","1","0"
"3756","(18,21]","M","3","0"
"3757","(21,80]","M","2","0"
"3758","(16,18]","F","2","0"
"3759","(21,80]","F","2","0"
"3760","(21,80]","F","3","0"
"3761","(21,80]","F","3","0"
"3762","(21,80]","F","2","0"
"3763","(21,80]","F","2","0"
"3764","(21,80]","M","2","1+"
"3765","(21,80]","F",NA,"0"
"3766","(16,18]","F","3","1+"
"3767","(18,21]","F","2","0"
"3768","(21,80]","F","3","0"
"3769","(16,18]","F","3","0"
"3770","(18,21]","F","2","0"
"3771","(21,80]","M","3","0"
"3772","(18,21]","F",NA,"0"
"3773","(21,80]","F","3","0"
"3774","(21,80]","F","3","0"
"3775","(16,18]","M","3","0"
"3776","(16,18]","M","3","0"
"3777","(16,18]","M","2","0"
"3778","(16,18]","M",NA,"0"
"3779","(18,21]","F","2","0"
"3780","(16,18]","F",NA,"0"
"3781","(21,80]","F","3","0"
"3782","(18,21]","F","3","0"
"3783","(18,21]","F","2","0"
"3784","(21,80]","F","3","0"
"3785","(16,18]","F","3","0"
"3786","(16,18]","F","2","0"
"3787","(18,21]","F","3","0"
"3788","(21,80]","F","3","0"
"3789","(21,80]","M","3","0"
"3790","(21,80]","F","2","0"
"3791","(16,18]","F","3","0"
"3792","(18,21]","F","3","0"
"3793","(16,18]","F","3","0"
"3794","(18,21]","F","3","0"
"3795","(16,18]","F","3","0"
"3796","(16,18]","F","3","0"
"3797","(16,18]","F","3","0"
"3798","(18,21]","F","3","0"
"3799","(21,80]","F","3","0"
"3800","(21,80]","F","3","0"
"3801","(16,18]","M","1","0"
"3802","(16,18]","F","2","1+"
"3803","(18,21]","F","2","1+"
"3804","(21,80]","F","3","0"
"3805","(18,21]","F","1","0"
"3806","(18,21]","F","2","0"
"3807","(18,21]","F","3","0"
"3808","(21,80]","M","2","0"
"3809","(21,80]","M","3","0"
"3810","(21,80]","F","3","0"
"3811","(21,80]","F",NA,"0"
"3812","(18,21]","F","3","0"
"3813","(18,21]","F","3","0"
"3814","(21,80]","M","1","0"
"3815","(18,21]","M","2","0"
"3816","(18,21]","F","3","0"
"3817","(18,21]","M","3","0"
"3818","(16,18]","F",NA,"0"
"3819","(21,80]","F","2","0"
"3820","(21,80]","M","2","0"
"3821","(18,21]","F","3","0"
"3822","(21,80]","F","2","0"
"3823","(21,80]","F","2","0"
"3824","(18,21]","F","3","0"
"3825","(18,21]","M","3","0"
"3826","(18,21]","M","1","0"
"3827","(16,18]","F",NA,"0"
"3828","(18,21]","M","3","0"
"3829","(18,21]","M","1","0"
"3830","(18,21]","F","2","0"
"3831","(16,18]","M","2","0"
"3832","(16,18]","M","3","0"
"3833","(18,21]","F","3","0"
"3834","(16,18]","M","1","0"
"3835","(16,18]","F",NA,"0"
"3836","(16,18]","F",NA,"0"
"3837","(18,21]","F","2","1+"
"3838","(16,18]","F","2","0"
"3839","(16,18]","F","3","0"
"3840","(18,21]","F",NA,"0"
"3841","(21,80]","F","3","0"
"3842","(21,80]","M","3","0"
"3843","(16,18]","M","2","1+"
"3844","(16,18]","F","2","0"
"3845","(16,18]","F","3","0"
"3846","(16,18]","F","3","0"
"3847","(18,21]","F","3","0"
"3848","(21,80]","M","3","0"
"3849","(16,18]","F","3","0"
"3850","(16,18]","M","1","0"
"3851","(18,21]","F","3","0"
"3852","(16,18]","F","2","0"
"3853","(21,80]","M","3","0"
"3854","(18,21]","F","3","0"
"3855","(21,80]","F","3","0"
"3856","(16,18]","M","3","0"
"3857","(18,21]","F","3","0"
"3858","(18,21]","F","2","1+"
"3859","(18,21]","M","3","0"
"3860","(21,80]","F","2","0"
"3861","(18,21]","M","3","0"
"3862","(21,80]","F","2","0"
"3863","(21,80]","M","3","0"
"3864","(16,18]","M","2","0"
"3865","(16,18]","M","2","0"
"3866","(16,18]","F","3","0"
"3867","(21,80]","M","3","0"
"3868","(18,21]","F","2","0"
"3869","(18,21]","F","2","0"
"3870","(16,18]","M","3","0"
"3871","(18,21]","F","2","0"
"3872","(21,80]","M","2","0"
"3873","(18,21]","F","3","0"
"3874","(16,18]","F","3","0"
"3875","(18,21]","F",NA,"0"
"3876","(18,21]","F","2","0"
"3877","(18,21]","M","2","0"
"3878","(21,80]","F","3","0"
"3879","(18,21]","M","2","0"
"3880","(18,21]","M","3","1+"
"3881","(16,18]","F","3","0"
"3882","(18,21]","M","3","0"
"3883","(16,18]","M","3","0"
"3884","(16,18]","F",NA,"0"
"3885","(18,21]","M","2","1+"
"3886","(16,18]","F","3","0"
"3887","(21,80]","F","3","0"
"3888","(21,80]","M","2","0"
"3889","(18,21]","F","3","0"
"3890","(18,21]","F","3","0"
"3891","(16,18]","M","3","0"
"3892","(21,80]","F","3","0"
"3893","(21,80]","F","2","0"
"3894","(16,18]","M",NA,"0"
"3895","(16,18]","F","3","0"
"3896","(16,18]","F","2","0"
"3897","(18,21]","F","3","0"
"3898","(16,18]","M","3",NA
"3899","(21,80]","F","3","0"
"3900","(21,80]","F","3","0"
"3901","(18,21]","M","2","0"
"3902","(16,18]","M","3","0"
"3903","(21,80]","F","3","0"
"3904","(16,18]","M","3","1+"
"3905","(21,80]","F","2","0"
"3906","(18,21]","F","3","0"
"3907","(18,21]","F",NA,"0"
"3908","(16,18]","F","3","0"
"3909","(18,21]","F","3","0"
"3910","(18,21]","M","3","0"
"3911","(18,21]","M","2","0"
"3912","(21,80]","M","2","1+"
"3913","(16,18]","F","3","0"
"3914","(16,18]","F","1","0"
"3915","(16,18]","F","2","0"
"3916","(18,21]","F",NA,"0"
"3917","(18,21]","F","3","0"
"3918","(21,80]","F","2","0"
"3919","(16,18]","F","3","0"
"3920","(18,21]","F","2","0"
"3921","(16,18]","M","3","0"
"3922","(21,80]","F","3","0"
"3923","(16,18]","F","3","0"
"3924","(21,80]","F","3","0"
"3925","(16,18]","F",NA,"0"
"3926","(18,21]","F","2","0"
"3927","(18,21]","M","2","0"
"3928","(16,18]","M","2","0"
"3929","(21,80]","F","3","0"
"3930","(18,21]","F","2","0"
"3931","(16,18]","F","3","0"
"3932","(18,21]","M","3","0"
"3933","(21,80]","F","2","0"
"3934","(18,21]","M","2","0"
"3935","(16,18]","F","1","0"
"3936","(16,18]","F","3","0"
"3937","(21,80]","F","1","0"
"3938","(21,80]","M","3","0"
"3939","(18,21]","F",NA,"0"
"3940","(18,21]","M","3","0"
"3941","(16,18]","F","3","0"
"3942","(18,21]","F","3","0"
"3943","(21,80]","M","2","0"
"3944","(21,80]","F","3","0"
"3945","(18,21]","F","3","0"
"3946","(21,80]","M","2","0"
"3947","(21,80]","F","3","0"
"3948","(21,80]","F","3","0"
"3949","(21,80]","M","2","0"
"3950","(18,21]","F","2","0"
"3951","(16,18]","M","2","0"
"3952","(21,80]","M","1","0"
"3953","(16,18]","M","2","0"
"3954","(16,18]","F",NA,"0"
"3955","(18,21]","F","3","0"
"3956","(18,21]","F","3","0"
"3957","(16,18]","F","3","0"
"3958","(21,80]","F","3","0"
"3959","(18,21]","F",NA,"0"
"3960","(18,21]","F","3","0"
"3961","(18,21]","F","2","0"
"3962","(16,18]","M","1","0"
"3963","(16,18]","M","2","0"
"3964","(18,21]","F","3","0"
"3965","(18,21]","M","2","0"
"3966","(21,80]","M","3","0"
"3967","(18,21]","F","2","0"
"3968","(18,21]","F","3","0"
"3969","(16,18]","F","1","0"
"3970","(18,21]","F","3","0"
"3971","(21,80]","F","3","0"
"3972","(16,18]","M","2","0"
"3973","(18,21]","F",NA,"0"
"3974","(21,80]","F","3","0"
"3975","(21,80]","F","3","0"
"3976","(18,21]","M","2","0"
"3977","(21,80]","M","2","0"
"3978","(16,18]","F","3","0"
"3979","(18,21]","M","3","0"
"3980","(21,80]","F","3","0"
"3981","(21,80]","F","3","0"
"3982","(16,18]","F","2","0"
"3983","(18,21]","F","3","0"
"3984","(21,80]","F","2","0"
"3985","(16,18]","F","3","0"
"3986","(18,21]","F","2","0"
"3987","(18,21]","F","3","0"
"3988","(21,80]","F","3","0"
"3989","(18,21]","F","3","0"
"3990","(21,80]","M","3","0"
"3991","(16,18]","M","2","0"
"3992","(18,21]","M","2","0"
"3993","(16,18]","F","2","0"
"3994","(16,18]","F","2","0"
"3995","(16,18]","F","2","1+"
"3996","(18,21]","F","3","0"
"3997","(18,21]","F","3","0"
"3998","(18,21]","M","3",NA
"3999","(18,21]","M","2","0"
"4000","(21,80]","F","1","0"
"4001","(18,21]","F","3","0"
"4002","(21,80]","F","2","0"
"4003","(16,18]","F","2","1+"
"4004","(21,80]","M","2","0"
"4005","(21,80]","M","1","0"
"4006","(16,18]","M","2","0"
"4007","(18,21]","M","2","1+"
"4008","(21,80]","F","2","0"
"4009","(21,80]","F","3","0"
"4010","(16,18]","M","2","0"
"4011","(16,18]","F",NA,"0"
"4012","(21,80]","M","2","0"
"4013","(21,80]","F","3","0"
"4014","(21,80]","F","3","0"
"4015","(18,21]","F","1","1+"
"4016","(16,18]","F","2","0"
"4017","(21,80]","M","1","0"
"4018","(21,80]","M","1","0"
"4019","(21,80]","M","2","0"
"4020","(16,18]","F","1","0"
"4021","(18,21]","F","2","0"
"4022","(16,18]","F","2","0"
"4023","(18,21]","F","3","0"
"4024","(16,18]","F","3","0"
"4025","(18,21]","F","1","0"
"4026","(21,80]","M","3","0"
"4027","(21,80]","F","2","0"
"4028","(21,80]","M","1","0"
"4029","(21,80]","M","2","0"
"4030","(21,80]","M","1","0"
"4031","(18,21]","F","3","0"
"4032","(21,80]","M","3","0"
"4033","(18,21]","F","2","0"
"4034","(16,18]","F","3","0"
"4035","(18,21]","F","3","1+"
"4036","(18,21]","F","1","0"
"4037","(18,21]","F","3","0"
"4038","(21,80]","F","3","0"
"4039","(16,18]","F","3","0"
"4040","(21,80]","F","3","0"
"4041","(16,18]","F","3","0"
"4042","(18,21]","F","3","0"
"4043","(16,18]","F","3","0"
"4044","(18,21]","F","3","0"
"4045","(18,21]","F","3","0"
"4046","(21,80]","F","3","0"
"4047","(16,18]","F","2","0"
"4048","(16,18]","M","2","0"
"4049","(18,21]","F",NA,"0"
"4050","(21,80]","F",NA,"0"
"4051","(16,18]","M","1","0"
"4052","(16,18]","M",NA,"0"
"4053","(18,21]","M","2","0"
"4054","(21,80]","F",NA,"0"
"4055","(16,18]","M","2","0"
"4056","(16,18]","F","3","0"
"4057","(18,21]","F","2","0"
"4058","(21,80]","M","1","0"
"4059","(16,18]","M","2","0"
"4060","(21,80]","F","2","0"
"4061","(21,80]","F","3","0"
"4062","(21,80]","F","3","0"
"4063","(18,21]","F","3","0"
"4064","(21,80]","F","3","0"
"4065","(18,21]","M","2","1+"
"4066","(18,21]","F","1","0"
"4067","(18,21]","F","3","0"
"4068","(18,21]","M","3","0"
"4069","(16,18]","M","3","0"
"4070","(16,18]","M","3","0"
"4071","(18,21]","M",NA,"0"
"4072","(18,21]","F","2","0"
"4073","(18,21]","F","3","0"
"4074","(18,21]","F","3","0"
"4075","(21,80]","F","2","0"
"4076","(21,80]","M","3","0"
"4077","(18,21]","F","3","0"
"4078","(18,21]","F","3","0"
"4079","(16,18]","M","1","0"
"4080","(16,18]","M","1","0"
"4081","(18,21]","M","3","0"
"4082","(21,80]","F","3","0"
"4083","(21,80]","F","2","0"
"4084","(21,80]","F","2","0"
"4085","(16,18]","M","3","0"
"4086","(16,18]","F","3","0"
"4087","(21,80]","F","2","0"
"4088","(18,21]","F","3","0"
"4089","(21,80]","F","3","0"
"4090","(16,18]","F","3","0"
"4091","(16,18]","F",NA,"1+"
"4092","(18,21]","M","1","0"
"4093","(16,18]","M",NA,"1+"
"4094","(18,21]","M","1","0"
"4095","(18,21]","F","2","0"
"4096","(18,21]","F","3","0"
"4097","(21,80]","F","2","0"
"4098","(21,80]","F","3","0"
"4099","(21,80]","M","2","0"
"4100","(16,18]","M","3","0"
"4101","(16,18]","F","2","1+"
"4102","(18,21]","F","2","0"
"4103","(21,80]","F","3","0"
"4104","(16,18]","M","2","0"
