"","age_group","sex","miles","acc_inv"
"7409","(21,80]","F",NA,"0"
"7410","(21,80]","M","3","0"
"7411","(16,18]","M","2","0"
"7412","(16,18]","M","2","0"
"7413","(18,21]","F","2","0"
"7414","(16,18]","M","2","1+"
"7415","(16,18]","F","2","0"
"7416","(18,21]","F","2","0"
"7417","(16,18]","M","2","0"
"7418","(16,18]","M","2","0"
"7419","(18,21]","F","1","0"
"7420","(18,21]","F","2","0"
"7421","(18,21]","F","2","0"
"7422","(18,21]","F","2","1+"
"7423","(21,80]","M","3","0"
"7424","(18,21]","F","3","0"
"7425","(21,80]","F","1","0"
"7426","(21,80]","F",NA,"0"
"7427","(18,21]","F","3","0"
"7428","(18,21]","M","2","0"
"7429","(21,80]","F",NA,"0"
"7430","(16,18]","M","3","0"
"7431","(18,21]","F","3","0"
"7432","(18,21]","M","2","0"
"7433","(18,21]","F","3","0"
"7434","(18,21]","M","3","0"
"7435","(18,21]","F","2","0"
"7436","(21,80]","F","3","0"
"7437","(21,80]","M","3","0"
"7438","(21,80]","M","2","0"
"7439","(18,21]","F","2","0"
"7440","(18,21]","M","2","0"
"7441","(21,80]","F","3","0"
"7442","(16,18]","F",NA,"0"
"7443","(21,80]","F","3","0"
"7444","(16,18]","M","1","0"
"7445","(21,80]","F","3","0"
"7446","(21,80]","F","3","0"
"7447","(18,21]","F","3","0"
"7448","(16,18]","F","1","0"
"7449","(21,80]","F","2","0"
"7450","(16,18]","M","3","0"
"7451","(18,21]","M","3","0"
"7452","(18,21]","F","2","0"
"7453","(16,18]","M","3","0"
"7454","(21,80]","F","2","0"
"7455","(18,21]","F","2","0"
"7456","(21,80]","F","3","0"
"7457","(16,18]","M","3","0"
"7458","(16,18]","M","2","0"
"7459","(21,80]","M","2","0"
"7460","(21,80]","F","2","0"
"7461","(18,21]","F","3","0"
"7462","(21,80]","F",NA,"0"
"7463","(16,18]","F","2","0"
"7464","(16,18]","F","3","0"
"7465","(18,21]","M","3","1+"
"7466","(16,18]","F","3","0"
"7467","(21,80]","F","3","1+"
"7468","(21,80]","F","3","0"
"7469","(21,80]","F","3","0"
"7470","(18,21]","F",NA,"0"
"7471","(21,80]","F","2","0"
"7472","(18,21]","F","3","0"
"7473","(16,18]","F","2","0"
"7474","(16,18]","F","2","0"
"7475","(18,21]","F","3","0"
"7476","(16,18]","M","3","1+"
"7477","(21,80]","F",NA,"0"
"7478","(21,80]","F","3","0"
"7479","(21,80]","F",NA,"0"
"7480","(16,18]","F","2","0"
"7481","(18,21]","F","2","0"
"7482","(18,21]","F","3","0"
"7483","(18,21]","F","2","0"
"7484","(16,18]","M","2","0"
"7485","(21,80]","F","3","0"
"7486","(16,18]","M","3","0"
"7487","(16,18]","M","3","0"
"7488","(21,80]","F","3","0"
"7489","(21,80]","F","3","0"
"7490","(18,21]","F","3","0"
"7491","(16,18]","F","3","0"
"7492","(21,80]","M","2","0"
"7493","(21,80]","F","3","0"
"7494","(18,21]","F","3","0"
"7495","(21,80]","F","3","0"
"7496","(18,21]","M","3","0"
"7497","(18,21]","M","2","0"
"7498","(16,18]","F","3","0"
"7499","(21,80]","F","3","0"
"7500","(21,80]","M","3","0"
"7501","(21,80]","F","3","0"
"7502","(21,80]","F","2","0"
"7503","(18,21]","M","3","0"
"7504","(21,80]","F","2","0"
"7505","(18,21]","F","3","0"
"7506","(21,80]","M","3","0"
"7507","(21,80]","F","3","0"
"7508","(21,80]","M","1","0"
"7509","(21,80]","F","3","0"
"7510","(21,80]","F","3","0"
"7511","(16,18]","F","2","0"
"7512","(16,18]","M","1","0"
"7513","(16,18]","F","2","0"
"7514","(18,21]","M","2","0"
"7515","(21,80]","M","3","0"
"7516","(21,80]","F","2","0"
"7517","(18,21]","F","3","0"
"7518","(16,18]","M","2","0"
"7519","(16,18]","M","3","0"
"7520","(18,21]","M","2","0"
"7521","(16,18]","F",NA,"0"
"7522","(21,80]","F","3","0"
"7523","(21,80]","F","2","0"
"7524","(16,18]","M","1","0"
"7525","(16,18]","F","3","0"
"7526","(16,18]","M","2","0"
"7527","(21,80]","M","1",NA
"7528","(18,21]","F","3","0"
"7529","(18,21]","F","3","0"
"7530","(16,18]","F","3","0"
"7531","(16,18]","M","1","0"
"7532","(18,21]","F","3","0"
"7533","(21,80]","F","3","0"
"7534","(21,80]","F","3","0"
"7535","(16,18]","M","2","0"
"7536","(21,80]","F","3","0"
"7537","(18,21]","F",NA,"0"
"7538","(18,21]","M","2","0"
"7539","(18,21]","F","3","0"
"7540","(21,80]","M","2","0"
"7541","(16,18]","M","2","0"
"7542","(16,18]","F","3","1+"
"7543","(21,80]","F","3","0"
"7544","(21,80]","F","3","0"
"7545","(21,80]","F","3","0"
"7546","(21,80]","M","1","0"
"7547","(21,80]","F","3","0"
"7548","(18,21]","F","3","0"
"7549","(21,80]","M","2","0"
"7550","(16,18]","F","3","0"
"7551","(16,18]","F","2","0"
"7552","(18,21]","F","2","0"
"7553","(21,80]","F","3","0"
"7554","(18,21]","M","1","0"
"7555","(21,80]","F","3","0"
"7556","(21,80]","F","2","0"
"7557","(16,18]","M","3","0"
"7558","(16,18]","F","2","0"
"7559","(16,18]","M","2","0"
"7560","(16,18]","F","2","0"
"7561","(21,80]","F","2","0"
"7562","(16,18]","F","3","0"
"7563","(16,18]","F",NA,"0"
"7564","(21,80]","F","3","0"
"7565","(18,21]","F","3","0"
"7566","(18,21]","F","3","0"
"7567","(16,18]","F","2","0"
"7568","(21,80]","F","2","0"
"7569","(16,18]","M","1","0"
"7570","(21,80]","F","1","0"
"7571","(21,80]","F","3","0"
"7572","(18,21]","F","3","0"
"7573","(16,18]","F","3","0"
"7574","(18,21]","M","1","1+"
"7575","(21,80]","F","2","0"
"7576","(21,80]","M","3","0"
"7577","(21,80]","M","3","0"
"7578","(16,18]","F","2","1+"
"7579","(16,18]","F","3","0"
"7580","(21,80]","F",NA,"0"
"7581","(21,80]","M","3","0"
"7582","(16,18]","M","3","0"
"7583","(16,18]","M","3","0"
"7584","(16,18]","F","1","0"
"7585","(18,21]","F","3","0"
"7586","(16,18]","F","3","0"
"7587","(16,18]","M","2","0"
"7588","(18,21]","F","2","0"
"7589","(16,18]","M","2","0"
"7590","(16,18]","M","3","0"
"7591","(16,18]","M","3","0"
"7592","(21,80]","F",NA,"0"
"7593","(18,21]","M","2","0"
"7594","(18,21]","F","3","0"
"7595","(21,80]","M","2","0"
"7596","(18,21]","F","2","0"
"7597","(16,18]","F","2","0"
"7598","(16,18]","M","2","0"
"7599","(21,80]","F","1","0"
"7600","(21,80]","F","3","0"
"7601","(18,21]","F","3",NA
"7602","(16,18]","M","2","0"
"7603","(16,18]","F","2","0"
"7604","(16,18]","F","3","0"
"7605","(21,80]","F","2",NA
"7606","(16,18]","M","2","0"
"7607","(16,18]","F","2","0"
"7608","(18,21]","F","3","0"
"7609","(18,21]","M","2","0"
"7610","(16,18]","M","2","0"
"7611","(18,21]","M","2","0"
"7612","(21,80]","F","3","0"
"7613","(21,80]","F","2","0"
"7614","(18,21]","F","1","0"
"7615","(18,21]","M","2","1+"
"7616","(21,80]","F","2","0"
"7617","(16,18]","M","3","0"
"7618","(21,80]","F","3","0"
"7619","(16,18]","F","3","0"
"7620","(18,21]","F",NA,"0"
"7621","(18,21]","F","3","0"
"7622","(18,21]","F",NA,"0"
"7623","(18,21]","M","3","1+"
"7624","(21,80]","F","3","0"
"7625","(18,21]","F","3","0"
"7626","(16,18]","M","3","0"
"7627","(18,21]","F","3","0"
"7628","(21,80]","F","3","0"
"7629","(21,80]","M","2","0"
"7630","(16,18]","M","2","0"
"7631","(21,80]","F","3","0"
"7632","(21,80]","M","2","0"
"7633","(21,80]","F",NA,"0"
"7634","(16,18]","F","2","0"
"7635","(16,18]","M","2","0"
"7636","(16,18]","F","3","0"
"7637","(18,21]","M","3","0"
"7638","(21,80]","F",NA,"0"
"7639","(21,80]","F","3","0"
"7640","(21,80]","M","3","0"
"7641","(21,80]","M","1","0"
"7642","(18,21]","M",NA,"0"
"7643","(21,80]","F","2","0"
"7644","(16,18]","F","2","0"
"7645","(21,80]","F",NA,"0"
"7646","(18,21]","M","3","0"
"7647","(21,80]","F","2","0"
"7648","(21,80]","F","2","0"
"7649","(21,80]","F","2","0"
"7650","(21,80]","M","3","0"
"7651","(18,21]","F","2","0"
"7652","(16,18]","F","2","0"
"7653","(21,80]","M","3","0"
"7654","(16,18]","M","3","0"
"7655","(21,80]","F",NA,"0"
"7656","(18,21]","M","3","0"
"7657","(21,80]","F","3","0"
"7658","(21,80]","F","3","1+"
"7659","(16,18]","F","2","0"
"7660","(21,80]","F","3","0"
"7661","(21,80]","F","3","0"
"7662","(16,18]","F","3","0"
"7663","(18,21]","F","3","0"
"7664","(18,21]","F","3","0"
"7665","(16,18]","F","3","0"
"7666","(21,80]","M","1","1+"
"7667","(18,21]","M","3","0"
"7668","(21,80]","F","3","0"
"7669","(18,21]","M",NA,"0"
"7670","(21,80]","M","2","0"
"7671","(16,18]","F","2","0"
"7672","(16,18]","F","2","0"
"7673","(18,21]","M","3","0"
"7674","(21,80]","M","1","0"
"7675","(16,18]","F","2","0"
"7676","(18,21]","F","3","0"
"7677","(16,18]","M","2","0"
"7678","(16,18]","F","3","0"
"7679","(18,21]","F","3","0"
"7680","(21,80]","F","2","0"
"7681","(21,80]","F","3","0"
"7682","(21,80]","F","3","0"
"7683","(18,21]","M","2","0"
"7684","(16,18]","F","3","0"
"7685","(16,18]","F","3","0"
"7686","(18,21]","F",NA,"0"
"7687","(18,21]","F","3","0"
"7688","(16,18]","F","3","0"
"7689","(16,18]","M","3","0"
"7690","(21,80]","F","3","0"
"7691","(21,80]","F","2","0"
"7692","(16,18]","M","2","0"
"7693","(21,80]","F","3","0"
"7694","(21,80]","F","3","0"
"7695","(18,21]","F","3","0"
"7696","(21,80]","M","3","0"
"7697","(16,18]","M","3","0"
"7698","(21,80]","M","3","0"
"7699","(21,80]","F","3","0"
"7700","(16,18]","M","1","0"
"7701","(18,21]","F","3","0"
"7702","(16,18]","F","2","0"
"7703","(16,18]","M","3","0"
"7704","(16,18]","F","2","0"
"7705","(16,18]","M","1","0"
"7706","(16,18]","F","3","0"
"7707","(21,80]","F","3","0"
"7708","(18,21]","F","3","0"
"7709","(21,80]","F","3","0"
"7710","(21,80]","F","3","0"
"7711","(18,21]","F","3","0"
"7712","(16,18]","M","2","0"
"7713","(21,80]","F","3","0"
"7714","(21,80]","M","3","0"
"7715","(16,18]","M","2","1+"
"7716","(21,80]","F","3","1+"
"7717","(21,80]","M","2","0"
"7718","(18,21]","F","3","1+"
"7719","(18,21]","F","3","0"
"7720","(16,18]","F","3","0"
"7721","(21,80]","F","3","0"
"7722","(18,21]","F","1","0"
"7723","(21,80]","F","3","0"
"7724","(18,21]","F","2","0"
"7725","(18,21]","F","3","0"
"7726","(21,80]","F","2","0"
"7727","(18,21]","F","3","0"
"7728","(18,21]","M","3","0"
"7729","(21,80]","F","3","0"
"7730","(16,18]","F","3","0"
"7731","(21,80]","F",NA,"0"
"7732","(21,80]","F","3","0"
"7733","(18,21]","F","2","0"
"7734","(16,18]","F","3","0"
"7735","(21,80]","F","3","0"
"7736","(16,18]","F","3","0"
"7737","(16,18]","M","3","0"
"7738","(16,18]","F","2","0"
"7739","(16,18]","M","3","0"
"7740","(21,80]","F","3","0"
"7741","(18,21]","M","2","0"
"7742","(16,18]","M","2","0"
"7743","(16,18]","M","2","0"
"7744","(16,18]","F","3","0"
"7745","(21,80]","M","3","0"
"7746","(16,18]","F",NA,"0"
"7747","(16,18]","F","3","0"
"7748","(16,18]","F","3","0"
"7749","(18,21]","M","3","0"
"7750","(18,21]","M","3","0"
"7751","(18,21]","F","2","1+"
"7752","(18,21]","F",NA,"0"
"7753","(21,80]","F","2","0"
"7754","(21,80]","F","3","0"
"7755","(21,80]","M","2","0"
"7756","(21,80]","M","2","0"
"7757","(16,18]","M","1","0"
"7758","(18,21]","F",NA,"0"
"7759","(21,80]","M","3","0"
"7760","(18,21]","F","3","0"
"7761","(18,21]","F","3","0"
"7762","(16,18]","M","2","1+"
"7763","(16,18]","M","2","0"
"7764","(21,80]","F","3","0"
"7765","(18,21]","F","2","0"
"7766","(16,18]","F","2","0"
"7767","(16,18]","F","2","0"
"7768","(16,18]","M","3","0"
"7769","(16,18]","F","2","0"
"7770","(21,80]","M","2","0"
"7771","(16,18]","M","3","0"
"7772","(16,18]","M","2","0"
"7773","(16,18]","F",NA,"0"
"7774","(18,21]","F","3","0"
"7775","(21,80]","F","3","0"
"7776","(18,21]","F","2","0"
"7777","(16,18]","F","3","0"
"7778","(21,80]","M","3","0"
"7779","(21,80]","F","3","0"
"7780","(16,18]","F","3","0"
"7781","(16,18]","F","2","0"
"7782","(18,21]","F","3","0"
"7783","(21,80]","F","3","0"
"7784","(18,21]","F","3","0"
"7785","(16,18]","M","3","0"
"7786","(16,18]","F","2","1+"
"7787","(16,18]","F","2","0"
"7788","(16,18]","M","2","0"
"7789","(16,18]","M","1","0"
"7790","(18,21]","F",NA,"0"
"7791","(18,21]","F","2","0"
"7792","(21,80]","F","3","0"
"7793","(16,18]","F",NA,"0"
"7794","(21,80]","M","3","0"
"7795","(16,18]","M","2","1+"
"7796","(18,21]","M","3","0"
"7797","(21,80]","F","2","0"
"7798","(21,80]","F","3","0"
"7799","(21,80]","M",NA,"0"
"7800","(18,21]","M","2","0"
"7801","(16,18]","F","3","0"
"7802","(16,18]","F","3","0"
"7803","(16,18]","M","2","1+"
"7804","(21,80]","F","2","0"
"7805","(18,21]","M","2","0"
"7806","(16,18]","M","3","0"
"7807","(21,80]","M","3","0"
"7808","(16,18]","F","2","0"
"7809","(16,18]","F","3","0"
"7810","(16,18]","F","2","0"
"7811","(16,18]","F","3","0"
"7812","(18,21]","F","3","0"
"7813","(16,18]","F","3","0"
"7814","(21,80]","F","3","1+"
"7815","(21,80]","F","2","0"
"7816","(18,21]","F","2","0"
"7817","(21,80]","F","3","0"
"7818","(21,80]","F","2","0"
"7819","(21,80]","M","3","0"
"7820","(16,18]","M","2","0"
"7821","(16,18]","M","3","0"
"7822","(16,18]","F","2","0"
"7823","(16,18]","M","1","0"
"7824","(16,18]","M","3","0"
"7825","(16,18]","M","3","0"
"7826","(16,18]","M","3","1+"
"7827","(16,18]","F","2","0"
"7828","(16,18]","M","1","0"
"7829","(16,18]","F","3","0"
"7830","(21,80]","F","3","0"
"7831","(16,18]","M","2","0"
"7832","(16,18]","F","3","0"
"7833","(16,18]","F","2","0"
"7834","(21,80]","F","3","0"
"7835","(16,18]","F","2","0"
"7836","(16,18]","M","3","0"
"7837","(16,18]","F","2","0"
"7838","(21,80]","F","3","0"
"7839","(16,18]","F","3","0"
"7840","(18,21]","F","3","0"
"7841","(18,21]","F","3","0"
"7842","(16,18]","F","3","0"
"7843","(16,18]","M","2","0"
"7844","(18,21]","F",NA,"0"
"7845","(21,80]","M","2","1+"
"7846","(16,18]","F","1","0"
"7847","(21,80]","F","3","0"
"7848","(16,18]","F","2","0"
"7849","(21,80]","F","2","0"
"7850","(18,21]","F","3","0"
"7851","(18,21]","F","3","0"
"7852","(21,80]","F","3","0"
"7853","(16,18]","M","2","0"
"7854","(21,80]","F","2","0"
"7855","(16,18]","M","3","0"
"7856","(18,21]","F","3","0"
"7857","(21,80]","M","2","0"
"7858","(18,21]","M","3","0"
"7859","(16,18]","M","2","0"
"7860","(21,80]","M","2","0"
"7861","(16,18]","M","2","0"
"7862","(18,21]","F","1","1+"
"7863","(21,80]","F","3","0"
"7864","(16,18]","F",NA,"0"
"7865","(16,18]","M","3","0"
"7866","(16,18]","M","2","1+"
"7867","(18,21]","F","3","0"
"7868","(21,80]","M","2","0"
"7869","(16,18]","M","3","0"
"7870","(21,80]","F","2","0"
"7871","(16,18]","M","3","0"
"7872","(18,21]","M","3","0"
"7873","(18,21]","F","3","0"
"7874","(18,21]","F",NA,"0"
"7875","(21,80]","F","3","0"
"7876","(21,80]","F","2","0"
"7877","(16,18]","M","2","0"
"7878","(16,18]","F","2","0"
"7879","(18,21]","M","3","0"
"7880","(16,18]","F","3","0"
"7881","(18,21]","F","3","0"
"7882","(18,21]","F",NA,"0"
"7883","(16,18]","F","3","0"
"7884","(21,80]","F","2","0"
"7885","(21,80]","F","3","0"
"7886","(16,18]","M","2","0"
"7887","(21,80]","F","3","0"
"7888","(16,18]","F",NA,"0"
"7889","(18,21]","F",NA,"0"
"7890","(18,21]","M","3","0"
"7891","(16,18]","M","3","0"
"7892","(16,18]","F","2","0"
"7893","(18,21]","F","1","0"
"7894","(18,21]","F","2",NA
"7895","(16,18]","M","2","0"
"7896","(18,21]","F","3","0"
"7897","(16,18]","M","1","1+"
"7898","(21,80]","F","3","0"
"7899","(18,21]","F","2","0"
"7900","(21,80]","F","2","0"
"7901","(18,21]","F","2","0"
"7902","(21,80]","F","3","0"
"7903","(16,18]","M","1","0"
"7904","(18,21]","F","2","0"
"7905","(21,80]","F","2","1+"
"7906","(16,18]","F","3","0"
"7907","(16,18]","F",NA,"0"
"7908","(21,80]","M","3","0"
"7909","(21,80]","F","2","0"
"7910","(16,18]","F","2","0"
"7911","(18,21]","F","3","0"
"7912","(21,80]","M","3","0"
"7913","(18,21]","F","2","0"
"7914","(16,18]","F","2","0"
"7915","(21,80]","F","3","0"
"7916","(16,18]","F","2","0"
"7917","(18,21]","F","3","0"
"7918","(21,80]","F","3","0"
"7919","(21,80]","F","2","1+"
"7920","(16,18]","F","2","0"
"7921","(21,80]","F","3","0"
"7922","(21,80]","F","3","0"
"7923","(21,80]","F","2","0"
"7924","(21,80]","F","3","0"
"7925","(18,21]","F","2","0"
"7926","(21,80]","F","3","0"
"7927","(21,80]","F","3","0"
"7928","(21,80]","F","3","0"
"7929","(18,21]","M","1","0"
"7930","(21,80]","F","3","0"
"7931","(16,18]","M","3","1+"
"7932","(16,18]","F","3","0"
"7933","(18,21]","F","2","0"
"7934","(21,80]","F","3","0"
"7935","(16,18]","F","3","0"
"7936","(18,21]","F","2","0"
"7937","(16,18]","F","3","0"
"7938","(16,18]","F",NA,"0"
"7939","(16,18]","M","3","0"
"7940","(16,18]","M","1","1+"
"7941","(16,18]","F","2","1+"
"7942","(16,18]","M","3","0"
"7943","(21,80]","M","2",NA
"7944","(16,18]","M","3","0"
"7945","(21,80]","F","2","0"
"7946","(21,80]","F","3","0"
"7947","(16,18]","M","2","0"
"7948","(18,21]","M","3","0"
"7949","(16,18]","F",NA,"0"
"7950","(16,18]","M","3","0"
"7951","(21,80]","F","3","0"
"7952","(21,80]","F","3","0"
"7953","(21,80]","F","2","0"
"7954","(16,18]","F",NA,"0"
"7955","(18,21]","M","3","0"
"7956","(18,21]","F","3","0"
"7957","(16,18]","M","2",NA
"7958","(18,21]","F","2","0"
"7959","(18,21]","F","3","0"
"7960","(21,80]","F","3","0"
"7961","(18,21]","M","2","0"
"7962","(16,18]","M","3","0"
"7963","(21,80]","M","3","0"
"7964","(16,18]","F","3","0"
"7965","(16,18]","M","2","0"
"7966","(21,80]","F","3","0"
"7967","(16,18]","F","3","0"
"7968","(18,21]","M","2","0"
"7969","(18,21]","F","3","0"
"7970","(18,21]","F","2","0"
"7971","(18,21]","M","3","0"
"7972","(18,21]","F","2","0"
"7973","(18,21]","F","3","0"
"7974","(21,80]","F","2","0"
"7975","(16,18]","M","1","0"
"7976","(21,80]","M","3","0"
"7977","(16,18]","F","3","0"
"7978","(16,18]","M","2","0"
"7979","(18,21]","F",NA,"0"
"7980","(16,18]","M","3","1+"
"7981","(18,21]","F","2","0"
"7982","(18,21]","F","3","0"
"7983","(16,18]","M","2","0"
"7984","(18,21]","F","3","1+"
"7985","(16,18]","M","3","0"
"7986","(16,18]","M","2","1+"
"7987","(21,80]","F","3","0"
"7988","(21,80]","F","1","0"
"7989","(21,80]","F","3","0"
"7990","(16,18]","F","2","0"
"7991","(16,18]","M","1","0"
"7992","(18,21]","F","2","0"
"7993","(16,18]","M","3","0"
"7994","(16,18]","F","3","0"
"7995","(16,18]","F",NA,"0"
"7996","(21,80]","F","3","0"
"7997","(16,18]","F","2","0"
"7998","(21,80]","M","2","0"
"7999","(21,80]","F","3","0"
"8000","(18,21]","F","2","0"
"8001","(21,80]","F","1","0"
"8002","(21,80]","M","3","0"
"8003","(16,18]","M","3","0"
"8004","(18,21]","F","2","0"
"8005","(16,18]","M","2",NA
"8006","(21,80]","M","1","0"
"8007","(21,80]","F","2","0"
"8008","(21,80]","F","2","0"
"8009","(21,80]","F",NA,"0"
"8010","(21,80]","F","3","0"
"8011","(21,80]","F","2","0"
"8012","(16,18]","F","3","0"
"8013","(18,21]","F","2","0"
"8014","(16,18]","F","3","0"
"8015","(18,21]","F","3","0"
"8016","(21,80]","F","2","0"
"8017","(16,18]","M","2","0"
"8018","(21,80]","M","1","0"
"8019","(16,18]","M","1","0"
"8020","(21,80]","F","3","0"
"8021","(16,18]","M","2","0"
"8022","(21,80]","M","2","1+"
"8023","(18,21]","M","2","0"
"8024","(18,21]","F",NA,"0"
"8025","(16,18]","F","2","0"
"8026","(16,18]","M","3","0"
"8027","(21,80]","F","3","1+"
"8028","(21,80]","M","2","0"
"8029","(16,18]","F","2","0"
"8030","(16,18]","F","3","0"
"8031","(16,18]","M","2","0"
"8032","(21,80]","M","2","0"
"8033","(16,18]","M","1","0"
"8034","(18,21]","F","1","0"
"8035","(21,80]","M","3","0"
"8036","(16,18]","F","3","0"
"8037","(16,18]","F","1","0"
"8038","(21,80]","M","2","0"
"8039","(21,80]","F","3","0"
"8040","(18,21]","F","2","1+"
"8041","(21,80]","M","3","0"
"8042","(21,80]","F","3","0"
"8043","(21,80]","F","3","0"
"8044","(16,18]","M","1","0"
"8045","(16,18]","M","3","0"
"8046","(16,18]","F","2","0"
"8047","(16,18]","M","2","0"
"8048","(18,21]","F",NA,"0"
"8049","(16,18]","F","3","0"
"8050","(16,18]","M","3","0"
"8051","(16,18]","M","2","0"
"8052","(21,80]","F","3","0"
"8053","(18,21]","M","3","0"
"8054","(16,18]","M","2","0"
"8055","(21,80]","M","2","0"
"8056","(16,18]","M","2","0"
"8057","(18,21]","F","3","0"
"8058","(18,21]","F","3","0"
"8059","(21,80]","F","3","0"
"8060","(16,18]","F","3","0"
"8061","(16,18]","M","1","0"
"8062","(16,18]","M","2","0"
"8063","(21,80]","F",NA,"0"
"8064","(16,18]","M","2","0"
"8065","(21,80]","M","1","0"
"8066","(18,21]","M","2","0"
"8067","(18,21]","F","3","0"
"8068","(21,80]","F","3","0"
"8069","(21,80]","F","3","0"
"8070","(16,18]","M","3","0"
"8071","(21,80]","F","2","0"
"8072","(21,80]","M","1","0"
"8073","(21,80]","F","3",NA
"8074","(21,80]","M","3","0"
"8075","(18,21]","F","2","0"
"8076","(21,80]","F","2","0"
"8077","(16,18]","F","3","0"
"8078","(21,80]","F",NA,"0"
"8079","(16,18]","F","2","0"
"8080","(21,80]","F","3","0"
"8081","(16,18]","F","3","0"
"8082","(16,18]","F","3","0"
"8083","(16,18]","M","2","0"
"8084","(21,80]","F","3","0"
"8085","(16,18]","M","2","0"
"8086","(18,21]","M","2","1+"
"8087","(16,18]","M","2","1+"
"8088","(16,18]","F","3","0"
"8089","(16,18]","M","3","0"
"8090","(21,80]","F","3","0"
"8091","(18,21]","F","3","0"
"8092","(21,80]","F",NA,"0"
"8093","(18,21]","M","2","0"
"8094","(16,18]","F","3","0"
"8095","(18,21]","M","3","0"
"8096","(18,21]","F","3","0"
"8097","(21,80]","F","3","0"
"8098","(16,18]","M","2","0"
"8099","(16,18]","F","2","0"
"8100","(21,80]","M","2","0"
"8101","(18,21]","F","2","1+"
"8102","(16,18]","F","2","0"
"8103","(21,80]","M","3","0"
"8104","(18,21]","M","3","0"
"8105","(18,21]","F","2","0"
"8106","(21,80]","M","1","0"
"8107","(21,80]","F","3","0"
"8108","(16,18]","M","3","0"
"8109","(16,18]","F","3","0"
"8110","(16,18]","F","3","0"
"8111","(18,21]","F","3","0"
"8112","(21,80]","F","2","0"
"8113","(21,80]","F","2","0"
"8114","(21,80]","F","3","0"
"8115","(18,21]","M","2","0"
"8116","(16,18]","M","3","0"
"8117","(16,18]","M","2","1+"
"8118","(21,80]","F","2","0"
"8119","(21,80]","F","1","0"
"8120","(18,21]","M",NA,"1+"
"8121","(21,80]","F","3","0"
"8122","(18,21]","M","2","1+"
"8123","(16,18]","F","2","0"
"8124","(21,80]","M","3","0"
"8125","(21,80]","F","3","0"
"8126","(16,18]","M","2","0"
"8127","(16,18]","M","2","0"
"8128","(18,21]","F","3","0"
"8129","(16,18]","F","2","0"
"8130","(18,21]","F","2","0"
"8131","(21,80]","F","2","0"
"8132","(16,18]","F","2","0"
"8133","(21,80]","M","2","0"
"8134","(16,18]","M","2","0"
"8135","(16,18]","F","2","0"
"8136","(16,18]","M","1","0"
"8137","(16,18]","F","1","0"
"8138","(21,80]","F","2","0"
"8139","(18,21]","M","3","0"
"8140","(16,18]","F",NA,"0"
"8141","(18,21]","F","3","0"
"8142","(21,80]","F","3","0"
"8143","(16,18]","F","2","0"
"8144","(16,18]","F","3","0"
"8145","(18,21]","F","3","0"
"8146","(21,80]","F",NA,"0"
"8147","(21,80]","F","3","0"
"8148","(18,21]","M","3","0"
"8149","(16,18]","F","2","0"
"8150","(18,21]","F",NA,"0"
"8151","(21,80]","M","3","0"
"8152","(21,80]","F","3","0"
"8153","(18,21]","F","2","0"
"8154","(21,80]","F","3","0"
"8155","(18,21]","M","1","0"
"8156","(18,21]","M","1","0"
"8157","(16,18]","M","3",NA
"8158","(16,18]","M","1","0"
"8159","(21,80]","F",NA,"0"
"8160","(18,21]","F","3","0"
"8161","(21,80]","F","3","0"
"8162","(18,21]","F","3","0"
"8163","(21,80]","F","3","0"
"8164","(16,18]","F","2","0"
"8165","(18,21]","F","3","0"
"8166","(21,80]","F","3","0"
"8167","(21,80]","M",NA,"0"
"8168","(18,21]","F","3","0"
"8169","(21,80]","M","2","0"
"8170","(16,18]","M","3","0"
"8171","(21,80]","F","3","0"
"8172","(16,18]","M","2","0"
"8173","(16,18]","M","2","0"
"8174","(21,80]","F","2","0"
"8175","(21,80]","M","3","0"
"8176","(18,21]","F","3","0"
"8177","(18,21]","F","2","0"
"8178","(21,80]","F","3","0"
"8179","(16,18]","M","2","0"
"8180","(18,21]","F","3","0"
"8181","(16,18]","M","2","0"
"8182","(18,21]","M","2","0"
"8183","(18,21]","M","3","0"
"8184","(16,18]","M","3","0"
"8185","(21,80]","F","2","0"
"8186","(18,21]","F","3","0"
"8187","(16,18]","F","3","0"
"8188","(18,21]","F","3","0"
"8189","(18,21]","F","3","0"
"8190","(21,80]","F","3","0"
"8191","(18,21]","F","1","1+"
"8192","(16,18]","F","2","0"
"8193","(16,18]","M","3","0"
"8194","(18,21]","F","3","0"
"8195","(21,80]","F",NA,"0"
"8196","(21,80]","F","2",NA
"8197","(18,21]","F","3","0"
"8198","(16,18]","M","3","0"
"8199","(18,21]","M","1","0"
"8200","(16,18]","M","2","0"
"8201","(21,80]","F","3","0"
"8202","(16,18]","F","3","0"
"8203","(16,18]","F",NA,"0"
"8204","(21,80]","F",NA,"0"
"8205","(21,80]","F",NA,"0"
"8206","(21,80]","M","3","0"
"8207","(18,21]","M","3","0"
"8208","(21,80]","F",NA,"1+"
"8209","(21,80]","M","3","0"
"8210","(16,18]","M","3","0"
"8211","(21,80]","F","3","0"
"8212","(16,18]","M","3","0"
"8213","(16,18]","F","3","0"
"8214","(18,21]","M","3","0"
"8215","(16,18]","M","2","0"
"8216","(21,80]","F","3","0"
"8217","(21,80]","F","3","0"
"8218","(16,18]","F","2","0"
"8219","(16,18]","M","3","1+"
"8220","(21,80]","F","3","0"
