"","sex","cohort","sent","wave1","wave2","wave3","wave4"
"30500","F",3,0,0,0,0,0
"30501","F",4,0,0,0,0,0
"30502","F",8,1,0,0,0,0
"30503","F",15,1,1,1,NA,NA
"30504","M",14,1,1,0,NA,NA
"30505","F",5,1,1,0,0,0
"30506","F",9,1,0,0,0,NA
"30507","F",5,0,0,0,0,0
"30508","F",13,0,0,0,NA,NA
"30509","F",9,0,0,0,0,NA
"30510","F",16,0,0,0,NA,NA
"30511","M",8,0,0,0,0,0
"30512","F",16,0,0,0,NA,NA
"30513","F",13,1,0,0,NA,NA
"30514","F",2,0,0,0,0,0
"30515","F",11,0,0,0,0,NA
"30516","F",15,1,1,0,NA,NA
"30517","F",7,0,0,0,0,0
"30518","F",2,0,0,0,0,0
"30519","F",10,1,0,1,1,NA
"30520","F",15,0,0,0,NA,NA
"30521","M",15,0,0,0,NA,NA
"30522","F",12,0,0,0,0,NA
"30523","M",10,1,0,0,0,NA
"30524","F",5,0,0,0,0,0
"30525","M",12,0,0,0,0,NA
"30526","M",1,0,0,0,0,0
"30527","F",1,0,0,0,0,0
"30528","M",11,0,0,0,0,NA
"30529","F",16,0,0,0,NA,NA
"30530","F",16,1,0,0,NA,NA
"30531","M",6,0,0,0,0,0
"30532","F",15,1,0,0,NA,NA
"30533","M",10,1,0,0,0,NA
"30534","F",10,1,0,0,0,NA
"30535","F",5,0,0,0,0,0
"30536","M",4,0,0,0,0,0
"30537","M",5,0,0,0,0,0
"30538","F",15,0,0,0,NA,NA
"30539","F",14,0,0,0,NA,NA
"30540","F",8,0,0,0,0,0
"30541","F",10,1,0,0,0,NA
"30542","F",5,0,0,0,0,0
"30543","F",8,1,1,1,1,1
"30544","M",7,0,0,0,0,0
"30545","F",12,1,0,0,0,NA
"30546","F",7,0,0,0,0,0
"30547","F",9,0,0,0,0,NA
"30548","F",14,0,0,0,NA,NA
"30549","M",14,0,0,0,NA,NA
"30550","F",6,1,1,1,1,1
"30551","F",7,0,0,0,0,0
"30552","F",7,0,0,0,0,0
"30553","M",11,0,0,0,0,NA
"30554","F",13,1,1,1,NA,NA
"30555","F",7,0,0,0,0,0
"30556","M",7,0,0,0,0,0
"30557","F",10,0,0,0,0,NA
"30558","F",4,1,0,0,0,0
"30559","F",11,1,0,1,0,NA
"30560","M",15,0,0,0,NA,NA
"30561","M",8,0,0,0,0,0
"30562","F",9,1,1,1,0,NA
"30563","F",11,0,0,0,0,NA
"30564","F",10,1,1,1,1,NA
"30565","F",9,0,0,0,0,NA
"30566","F",3,1,0,1,1,0
"30567","F",4,0,0,0,0,0
"30568","F",11,0,0,0,0,NA
"30569","F",5,0,0,0,0,0
"30570","F",1,1,1,1,0,0
"30571","F",6,0,0,0,0,0
"30572","F",14,0,0,0,NA,NA
"30573","F",16,0,0,0,NA,NA
"30574","F",6,0,0,0,0,0
"30575","F",11,0,0,0,0,NA
"30576","M",5,0,0,0,0,0
"30577","M",8,1,1,0,0,1
"30578","F",12,1,0,0,0,NA
"30579","F",3,0,0,0,0,0
"30580","M",13,1,1,1,NA,NA
"30581","F",11,0,0,0,0,NA
"30582","F",12,1,0,0,0,NA
"30583","F",2,0,0,0,0,0
"30584","M",10,0,0,0,0,NA
"30585","M",8,0,0,0,0,0
"30586","M",14,0,0,0,NA,NA
"30587","M",14,1,0,0,NA,NA
"30588","F",5,1,0,0,0,1
"30589","F",11,1,1,0,0,NA
"30590","F",12,1,0,0,0,NA
"30591","F",3,0,0,0,0,0
"30592","F",3,0,0,0,0,0
"30593","F",4,0,0,0,0,0
"30594","F",12,0,0,0,0,NA
"30595","F",9,0,0,0,0,NA
"30596","F",4,1,1,1,1,1
"30597","F",5,0,0,0,0,0
"30598","F",3,1,1,0,1,0
"30599","F",3,0,0,0,0,0
"30600","M",10,0,0,0,0,NA
"30601","M",15,0,0,0,NA,NA
"30602","M",7,1,1,1,1,0
"30603","F",8,0,0,0,0,0
"30604","F",10,1,1,1,1,NA
"30605","F",3,1,0,0,0,0
"30606","F",14,1,0,0,NA,NA
"30607","M",1,1,1,1,0,0
"30608","M",13,1,0,0,NA,NA
"30609","F",9,1,1,1,1,NA
"30610","F",13,1,1,1,NA,NA
"30611","F",12,0,0,0,0,NA
"30612","F",7,1,1,1,0,1
"30613","F",5,0,0,0,0,0
"30614","M",7,1,0,0,0,0
"30615","F",1,1,1,1,1,1
"30616","F",9,1,1,1,1,NA
"30617","M",10,0,0,0,0,NA
"30618","F",6,0,0,0,0,0
"30619","F",4,1,0,0,0,0
"30620","F",5,0,0,0,0,0
"30621","M",8,1,0,0,0,0
"30622","F",5,0,0,0,0,0
"30623","F",1,0,0,0,0,0
"30624","F",4,0,0,0,0,0
"30625","F",15,1,1,0,NA,NA
"30626","F",7,0,0,0,0,0
"30627","F",16,0,0,0,NA,NA
"30628","M",13,0,0,0,NA,NA
"30629","F",15,1,0,0,NA,NA
"30630","M",7,0,0,0,0,0
"30631","F",7,0,0,0,0,0
"30632","M",8,0,0,0,0,0
"30633","F",14,0,0,0,NA,NA
"30634","F",13,0,0,0,NA,NA
"30635","F",15,0,0,0,NA,NA
"30636","F",8,1,1,1,1,1
"30637","M",3,1,1,1,1,0
"30638","F",10,0,0,0,0,NA
"30639","F",12,1,1,1,0,NA
"30640","F",13,0,0,0,NA,NA
"30641","F",14,0,0,0,NA,NA
"30642","F",2,0,0,0,0,0
"30643","F",2,0,0,0,0,0
"30644","M",2,0,0,0,0,0
"30645","F",5,1,1,1,0,0
"30646","F",12,0,0,0,0,NA
"30647","F",6,1,1,0,0,0
"30648","F",16,0,0,0,NA,NA
"30649","M",14,0,0,0,NA,NA
"30650","F",3,1,1,1,0,0
"30651","F",6,0,0,0,0,0
"30652","F",1,1,0,0,0,0
"30653","F",7,0,0,0,0,0
"30654","F",13,0,0,0,NA,NA
"30655","F",4,1,1,0,0,0
"30656","F",2,0,0,0,0,0
"30657","F",7,0,0,0,0,0
"30658","F",12,0,0,0,0,NA
"30659","F",5,0,0,0,0,0
"30660","F",5,1,1,1,1,0
"30661","F",9,1,0,0,1,NA
"30662","F",6,0,0,0,0,0
"30663","F",15,0,0,0,NA,NA
"30664","F",3,1,1,0,0,0
"30665","F",1,0,0,0,0,0
"30666","F",6,0,0,0,0,0
"30667","F",12,1,1,1,0,NA
"30668","F",2,0,0,0,0,0
"30669","M",14,0,0,0,NA,NA
"30670","F",10,0,0,0,0,NA
"30671","M",7,0,0,0,0,0
"30672","M",13,1,0,0,NA,NA
"30673","F",11,1,1,0,1,NA
"30674","F",2,0,0,0,0,0
"30675","F",16,1,0,0,NA,NA
"30676","F",1,0,0,0,0,0
"30677","F",1,1,0,0,0,0
"30678","M",2,0,0,0,0,0
"30679","F",5,1,1,1,1,0
"30680","M",14,0,0,0,NA,NA
"30681","M",7,0,0,0,0,0
"30682","F",16,1,0,1,NA,NA
"30683","F",9,0,0,0,0,NA
"30684","F",16,0,0,0,NA,NA
"30685","F",10,0,0,0,0,NA
"30686","M",4,1,0,0,0,0
"30687","M",15,0,0,0,NA,NA
"30688","M",6,0,0,0,0,0
"30689","F",1,1,0,0,0,0
"30690","F",8,0,0,0,0,0
"30691","F",1,0,0,0,0,0
"30692","F",7,1,1,1,0,1
"30693","M",16,0,0,0,NA,NA
"30694","F",8,0,0,0,0,0
"30695","F",15,1,0,0,NA,NA
"30696","F",3,1,1,1,0,0
"30697","F",11,0,0,0,0,NA
"30698","F",14,1,0,0,NA,NA
"30699","F",11,0,0,0,0,NA
"30700","F",3,1,0,0,0,0
"30701","M",8,0,0,0,0,0
"30702","F",4,0,0,0,0,0
"30703","M",10,0,0,0,0,NA
"30704","M",10,1,1,0,0,NA
"30705","F",14,0,0,0,NA,NA
"30706","F",13,0,0,0,NA,NA
"30707","M",7,0,0,0,0,0
"30708","M",8,1,1,0,0,0
"30709","F",13,0,0,0,NA,NA
"30710","F",2,0,0,0,0,0
"30711","F",2,0,0,0,0,0
"30712","M",4,1,0,0,0,0
"30713","F",2,1,1,1,0,0
"30714","F",10,0,0,0,0,NA
"30715","F",14,1,1,0,NA,NA
"30716","F",14,1,1,1,NA,NA
"30717","F",3,0,0,0,0,0
"30718","M",10,1,0,1,0,NA
"30719","F",3,0,0,0,0,0
"30720","M",2,1,1,1,0,0
"30721","F",10,0,0,0,0,NA
"30722","M",13,0,0,0,NA,NA
"30723","F",3,0,0,0,0,0
"30724","M",12,1,0,0,0,NA
"30725","F",13,0,0,0,NA,NA
"30726","F",13,0,0,0,NA,NA
"30727","F",14,0,0,0,NA,NA
"30728","F",8,0,0,0,0,0
"30729","F",6,1,0,0,0,1
"30730","M",10,0,0,0,0,NA
"30731","F",6,0,0,0,0,0
"30732","M",14,0,0,0,NA,NA
"30733","F",4,0,0,0,0,0
"30734","F",5,0,0,0,0,0
"30735","F",15,0,0,0,NA,NA
"30736","F",4,1,0,0,0,0
"30737","M",14,0,0,0,NA,NA
"30738","M",4,0,0,0,0,0
"30739","F",10,0,0,0,0,NA
"30740","M",5,1,1,0,0,0
"30741","F",15,0,0,0,NA,NA
"30742","F",9,1,0,0,0,NA
"30743","F",4,1,0,0,0,0
"30744","F",1,0,0,0,0,0
"30745","F",13,0,0,0,NA,NA
"30746","F",4,0,0,0,0,0
"30747","F",15,1,1,0,NA,NA
"30748","F",16,1,1,1,NA,NA
"30749","M",9,1,0,0,0,NA
"30750","F",10,0,0,0,0,NA
"30751","M",9,1,0,0,0,NA
"30752","M",7,0,0,0,0,0
"30753","M",12,0,0,0,0,NA
"30754","M",5,0,0,0,0,0
"30755","F",12,0,0,0,0,NA
"30756","F",4,0,0,0,0,0
"30757","F",16,0,0,0,NA,NA
"30758","F",5,1,1,1,1,1
"30759","F",9,1,1,1,1,NA
"30760","M",7,1,1,0,0,0
"30761","F",4,0,0,0,0,0
"30762","F",4,0,0,0,0,0
"30763","F",9,1,0,1,0,NA
"30764","M",4,0,0,0,0,0
"30765","F",11,1,0,0,0,NA
"30766","M",4,1,0,0,0,1
"30767","M",5,0,0,0,0,0
"30768","F",10,0,0,0,0,NA
"30769","F",13,1,0,0,NA,NA
"30770","F",3,1,1,1,0,0
"30771","F",1,0,0,0,0,0
"30772","M",11,0,0,0,0,NA
"30773","F",8,1,1,1,1,1
"30774","F",5,0,0,0,0,0
"30775","M",16,1,0,1,NA,NA
"30776","F",16,1,0,0,NA,NA
"30777","M",4,1,1,0,0,0
"30778","F",11,0,0,0,0,NA
"30779","F",12,1,1,0,0,NA
"30780","F",8,0,0,0,0,0
"30781","M",15,0,0,0,NA,NA
"30782","F",3,0,0,0,0,0
"30783","F",12,0,0,0,0,NA
"30784","F",3,0,0,0,0,0
"30785","F",2,0,0,0,0,0
"30786","F",6,1,1,1,1,0
"30787","F",5,0,0,0,0,0
"30788","F",11,0,0,0,0,NA
"30789","F",8,1,0,0,0,0
"30790","M",4,1,0,0,0,0
"30791","F",4,0,0,0,0,0
"30792","F",1,0,0,0,0,0
"30793","F",2,0,0,0,0,0
"30794","M",4,1,1,0,0,0
"30795","F",12,0,0,0,0,NA
"30796","F",2,1,1,1,1,0
"30797","F",12,0,0,0,0,NA
"30798","M",9,0,0,0,0,NA
"30799","M",11,1,1,0,0,NA
"30800","F",5,1,1,1,1,1
"30801","M",9,1,1,1,1,NA
"30802","F",3,1,1,1,0,1
"30803","M",2,1,0,0,0,0
"30804","M",11,1,1,0,0,NA
"30805","F",2,0,0,0,0,0
"30806","F",9,0,0,0,0,NA
"30807","F",9,0,0,0,0,NA
"30808","F",14,0,0,0,NA,NA
"30809","M",6,0,0,0,0,0
"30810","F",10,1,1,0,0,NA
"30811","M",9,0,0,0,0,NA
"30812","M",15,0,0,0,NA,NA
"30813","F",3,1,0,0,0,0
"30814","F",5,0,0,0,0,0
"30815","F",3,0,0,0,0,0
"30816","F",4,1,1,1,1,1
"30817","F",16,0,0,0,NA,NA
"30818","F",8,1,1,1,1,1
"30819","F",10,1,1,0,0,NA
"30820","F",10,1,1,0,0,NA
"30821","F",11,1,0,0,0,NA
"30822","F",5,1,1,1,1,0
"30823","M",6,1,0,0,1,0
"30824","F",7,0,0,0,0,0
"30825","F",5,0,0,0,0,0
"30826","M",14,1,1,0,NA,NA
"30827","F",9,0,0,0,0,NA
"30828","M",1,1,1,0,0,0
"30829","F",6,0,0,0,0,0
"30830","F",7,1,0,0,0,0
"30831","F",9,0,0,0,0,NA
"30832","F",2,0,0,0,0,0
"30833","M",2,1,1,0,0,0
"30834","M",4,1,1,1,0,1
"30835","M",14,0,0,0,NA,NA
"30836","M",10,0,0,0,0,NA
"30837","F",9,0,0,0,0,NA
"30838","F",11,1,1,1,0,NA
"30839","M",11,0,0,0,0,NA
"30840","M",16,1,0,0,NA,NA
"30841","F",6,0,0,0,0,0
"30842","F",8,0,0,0,0,0
"30843","F",9,1,1,0,1,NA
"30844","F",4,0,0,0,0,0
"30845","F",3,1,1,1,1,1
"30846","F",14,0,0,0,NA,NA
"30847","M",12,1,1,0,0,NA
"30848","F",2,1,0,0,1,0
"30849","F",13,1,1,1,NA,NA
"30850","M",6,0,0,0,0,0
"30851","M",7,0,0,0,0,0
"30852","F",10,0,0,0,0,NA
"30853","F",5,0,0,0,0,0
"30854","F",7,1,0,0,0,0
"30855","F",9,0,0,0,0,NA
"30856","F",13,0,0,0,NA,NA
"30857","M",16,0,0,0,NA,NA
"30858","M",3,0,0,0,0,0
"30859","M",11,1,0,0,0,NA
"30860","M",3,1,0,0,0,0
"30861","F",5,0,0,0,0,0
"30862","M",3,0,0,0,0,0
"30863","F",4,1,1,0,0,0
"30864","F",10,1,0,0,0,NA
"30865","M",2,1,1,0,1,0
"30866","M",14,1,0,0,NA,NA
"30867","M",14,0,0,0,NA,NA
"30868","F",9,1,1,1,1,NA
"30869","F",14,0,0,0,NA,NA
"30870","M",13,1,0,1,NA,NA
"30871","F",8,1,1,1,1,0
"30872","M",14,1,1,1,NA,NA
"30873","F",13,0,0,0,NA,NA
"30874","F",13,0,0,0,NA,NA
"30875","F",12,0,0,0,0,NA
"30876","M",12,0,0,0,0,NA
"30877","M",14,1,1,0,NA,NA
"30878","M",10,1,0,0,0,NA
"30879","M",7,1,1,1,0,0
"30880","F",16,0,0,0,NA,NA
"30881","M",8,1,0,0,0,0
"30882","M",13,0,0,0,NA,NA
"30883","M",4,1,1,1,1,0
"30884","F",16,0,0,0,NA,NA
"30885","F",5,0,0,0,0,0
"30886","M",2,0,0,0,0,0
"30887","F",12,1,1,1,1,NA
"30888","F",11,1,1,0,0,NA
"30889","F",4,1,1,1,0,0
"30890","M",2,0,0,0,0,0
"30891","F",6,0,0,0,0,0
"30892","M",1,1,0,1,0,0
"30893","F",14,0,0,0,NA,NA
"30894","M",2,1,1,1,1,1
"30895","F",16,0,0,0,NA,NA
"30896","F",3,0,0,0,0,0
"30897","F",8,1,1,0,0,0
"30898","M",16,0,0,0,NA,NA
"30899","F",10,0,0,0,0,NA
"30900","F",1,0,0,0,0,0
"30901","F",12,0,0,0,0,NA
"30902","F",8,0,0,0,0,0
"30903","F",12,0,0,0,0,NA
"30904","M",3,1,0,0,0,0
"30905","F",14,1,1,1,NA,NA
"30906","F",9,1,0,0,0,NA
"30907","M",11,1,0,1,0,NA
"30908","M",2,1,0,0,0,0
"30909","F",5,0,0,0,0,0
"30910","F",3,1,1,0,0,0
"30911","F",9,1,1,1,0,NA
"30912","F",6,0,0,0,0,0
"30913","M",14,0,0,0,NA,NA
"30914","M",11,0,0,0,0,NA
"30915","F",8,0,0,0,0,0
"30916","F",16,0,0,0,NA,NA
"30917","M",16,0,0,0,NA,NA
"30918","F",12,1,0,0,0,NA
"30919","M",14,1,0,0,NA,NA
"30920","F",7,0,0,0,0,0
"30921","M",10,0,0,0,0,NA
"30922","F",7,0,0,0,0,0
"30923","F",9,0,0,0,0,NA
"30924","M",13,0,0,0,NA,NA
"30925","F",11,1,0,1,0,NA
"30926","F",3,0,0,0,0,0
"30927","M",6,1,0,0,0,0
"30928","M",5,0,0,0,0,0
"30929","F",1,1,1,1,1,1
"30930","M",14,1,1,1,NA,NA
"30931","F",6,0,0,0,0,0
"30932","F",6,1,1,1,0,0
"30933","F",9,0,0,0,0,NA
"30934","F",9,1,1,1,0,NA
"30935","F",7,1,0,0,0,0
"30936","F",11,0,0,0,0,NA
"30937","M",6,0,0,0,0,0
"30938","F",15,1,0,0,NA,NA
"30939","F",10,0,0,0,0,NA
"30940","F",3,0,0,0,0,0
"30941","F",5,1,0,0,0,0
"30942","M",16,1,0,1,NA,NA
"30943","F",13,1,0,0,NA,NA
"30944","F",9,1,0,0,0,NA
"30945","F",5,0,0,0,0,0
"30946","F",1,1,1,1,0,0
"30947","M",1,0,0,0,0,0
"30948","M",2,0,0,0,0,0
"30949","F",15,1,0,0,NA,NA
"30950","F",14,1,0,0,NA,NA
"30951","F",13,0,0,0,NA,NA
"30952","M",13,0,0,0,NA,NA
"30953","F",10,1,1,0,0,NA
"30954","M",3,0,0,0,0,0
"30955","F",14,0,0,0,NA,NA
"30956","F",8,0,0,0,0,0
"30957","M",15,1,0,0,NA,NA
"30958","F",15,1,0,0,NA,NA
"30959","F",5,1,1,0,0,0
"30960","M",9,0,0,0,0,NA
"30961","M",9,1,1,1,1,NA
"30962","M",2,1,1,1,0,0
"30963","F",2,1,1,1,0,1
"30964","M",9,0,0,0,0,NA
"30965","F",9,0,0,0,0,NA
"30966","F",14,1,1,0,NA,NA
"30967","F",6,1,1,1,1,1
"30968","M",9,0,0,0,0,NA
"30969","F",4,0,0,0,0,0
"30970","M",12,0,0,0,0,NA
"30971","F",8,0,0,0,0,0
"30972","M",3,1,0,0,0,0
"30973","F",1,1,0,0,0,0
"30974","M",9,0,0,0,0,NA
"30975","M",8,1,1,1,1,1
"30976","M",14,1,0,0,NA,NA
"30977","M",15,0,0,0,NA,NA
"30978","M",15,0,0,0,NA,NA
"30979","F",6,0,0,0,0,0
"30980","F",7,0,0,0,0,0
"30981","M",7,1,0,0,0,0
"30982","M",4,1,0,0,0,0
"30983","M",13,0,0,0,NA,NA
"30984","F",6,1,1,1,0,1
"30985","M",3,1,0,0,1,1
"30986","F",1,0,0,0,0,0
"30987","F",8,0,0,0,0,0
"30988","F",12,0,0,0,0,NA
"30989","F",5,1,1,1,0,1
"30990","M",6,1,1,1,0,0
"30991","M",13,0,0,0,NA,NA
"30992","M",14,0,0,0,NA,NA
"30993","F",14,0,0,0,NA,NA
"30994","F",4,0,0,0,0,0
"30995","F",15,0,0,0,NA,NA
"30996","F",16,0,0,0,NA,NA
"30997","F",15,1,1,1,NA,NA
"30998","M",2,1,0,0,0,0
"30999","F",5,1,0,0,1,1
"31000","F",3,0,0,0,0,0
"31001","F",1,1,0,0,0,0
"31002","F",5,1,1,0,0,0
"31003","F",8,0,0,0,0,0
"31004","M",1,1,0,0,0,0
"31005","M",4,1,0,1,0,0
"31006","F",2,1,1,1,0,0
"31007","M",9,1,1,1,1,NA
"31008","F",1,0,0,0,0,0
"31009","F",16,1,0,0,NA,NA
"31010","F",12,0,0,0,0,NA
"31011","F",1,0,0,0,0,0
"31012","F",13,1,1,1,NA,NA
"31013","F",15,1,1,0,NA,NA
"31014","M",10,0,0,0,0,NA
"31015","F",11,1,1,0,0,NA
"31016","F",8,0,0,0,0,0
"31017","F",16,1,1,1,NA,NA
"31018","F",10,0,0,0,0,NA
"31019","F",5,0,0,0,0,0
"31020","F",5,1,0,0,0,0
"31021","M",9,0,0,0,0,NA
"31022","F",10,0,0,0,0,NA
"31023","F",4,0,0,0,0,0
"31024","F",16,0,0,0,NA,NA
"31025","F",16,1,0,0,NA,NA
"31026","M",4,0,0,0,0,0
"31027","M",16,0,0,0,NA,NA
"31028","F",2,1,1,0,1,0
"31029","F",4,1,0,0,0,0
"31030","F",14,1,0,0,NA,NA
"31031","M",15,0,0,0,NA,NA
"31032","F",5,0,0,0,0,0
"31033","F",9,0,0,0,0,NA
"31034","M",10,1,1,1,1,NA
"31035","F",15,1,1,1,NA,NA
"31036","F",11,1,0,0,0,NA
"31037","F",16,1,0,0,NA,NA
"31038","F",3,0,0,0,0,0
"31039","F",8,0,0,0,0,0
"31040","M",13,1,0,0,NA,NA
"31041","M",1,0,0,0,0,0
"31042","M",2,0,0,0,0,0
"31043","M",8,1,0,0,0,0
"31044","F",12,0,0,0,0,NA
"31045","M",13,1,0,1,NA,NA
"31046","M",7,0,0,0,0,0
"31047","F",12,1,0,0,0,NA
"31048","F",13,1,0,0,NA,NA
"31049","F",15,1,1,0,NA,NA
"31050","F",15,1,0,0,NA,NA
"31051","F",12,0,0,0,0,NA
"31052","M",5,0,0,0,0,0
"31053","F",16,1,1,0,NA,NA
"31054","F",11,0,0,0,0,NA
"31055","F",15,0,0,0,NA,NA
"31056","M",15,1,1,1,NA,NA
"31057","F",2,0,0,0,0,0
"31058","F",14,0,0,0,NA,NA
"31059","M",11,1,0,0,0,NA
"31060","F",9,1,1,1,1,NA
"31061","M",14,0,0,0,NA,NA
"31062","M",5,1,1,1,1,1
"31063","F",2,1,1,1,0,0
"31064","F",8,1,1,0,0,0
"31065","M",10,0,0,0,0,NA
"31066","F",8,1,1,1,1,1
"31067","F",14,0,0,0,NA,NA
"31068","F",2,1,0,0,0,0
"31069","M",8,1,1,0,0,0
"31070","M",6,0,0,0,0,0
"31071","F",2,1,1,0,0,0
"31072","F",3,1,1,0,0,0
"31073","F",14,1,1,1,NA,NA
"31074","F",11,1,0,0,1,NA
"31075","F",9,1,0,0,0,NA
"31076","F",1,0,0,0,0,0
"31077","F",5,0,0,0,0,0
"31078","F",3,0,0,0,0,0
"31079","F",3,1,1,1,1,1
"31080","F",7,0,0,0,0,0
"31081","M",16,1,0,0,NA,NA
"31082","M",6,0,0,0,0,0
"31083","F",4,0,0,0,0,0
"31084","F",10,0,0,0,0,NA
"31085","F",3,0,0,0,0,0
"31086","F",11,0,0,0,0,NA
"31087","F",6,1,0,0,0,0
"31088","F",10,0,0,0,0,NA
"31089","M",7,0,0,0,0,0
"31090","F",1,1,0,1,0,1
"31091","M",12,1,1,1,0,NA
"31092","F",5,1,1,1,1,0
"31093","F",9,1,1,1,0,NA
"31094","F",4,1,1,1,1,1
"31095","F",1,0,0,0,0,0
"31096","F",9,1,1,1,1,NA
"31097","F",4,1,1,1,1,1
"31098","F",5,0,0,0,0,0
"31099","F",16,0,0,0,NA,NA
"31100","F",1,0,0,0,0,0
"31101","M",2,1,1,0,0,0
"31102","F",6,1,1,1,0,0
"31103","F",7,1,1,1,1,1
"31104","F",7,0,0,0,0,0
"31105","M",11,0,0,0,0,NA
"31106","F",5,0,0,0,0,0
"31107","F",3,1,1,0,0,0
"31108","F",4,1,0,0,0,0
"31109","F",8,0,0,0,0,0
"31110","F",4,0,0,0,0,0
"31111","F",13,0,0,0,NA,NA
"31112","F",14,0,0,0,NA,NA
"31113","F",12,0,0,0,0,NA
"31114","F",9,1,1,1,0,NA
"31115","F",12,0,0,0,0,NA
"31116","M",4,0,0,0,0,0
"31117","M",6,0,0,0,0,0
"31118","M",13,0,0,0,NA,NA
"31119","F",1,1,0,1,0,1
"31120","M",13,0,0,0,NA,NA
"31121","F",10,0,0,0,0,NA
"31122","F",2,1,1,1,0,1
"31123","M",9,1,0,0,0,NA
"31124","F",7,1,1,1,1,1
"31125","F",7,0,0,0,0,0
"31126","F",13,0,0,0,NA,NA
"31127","F",9,1,1,0,0,NA
"31128","F",8,1,1,0,1,0
"31129","F",12,1,0,0,0,NA
"31130","F",5,0,0,0,0,0
"31131","M",11,1,0,0,0,NA
"31132","M",8,1,0,0,0,0
"31133","F",12,0,0,0,0,NA
"31134","F",5,1,1,1,0,0
"31135","M",15,1,0,0,NA,NA
"31136","M",7,0,0,0,0,0
"31137","M",11,0,0,0,0,NA
"31138","F",3,1,0,0,0,0
"31139","M",6,0,0,0,0,0
"31140","M",13,1,1,0,NA,NA
"31141","F",10,0,0,0,0,NA
"31142","F",10,0,0,0,0,NA
"31143","M",7,0,0,0,0,0
"31144","F",3,0,0,0,0,0
"31145","F",11,0,0,0,0,NA
"31146","M",12,1,0,0,0,NA
"31147","M",15,0,0,0,NA,NA
"31148","M",5,0,0,0,0,0
"31149","M",4,0,0,0,0,0
"31150","F",13,0,0,0,NA,NA
"31151","F",11,1,1,0,1,NA
"31152","F",15,1,1,1,NA,NA
"31153","F",12,1,0,0,0,NA
"31154","M",10,1,1,1,0,NA
"31155","F",8,1,1,0,1,1
"31156","F",12,0,0,0,0,NA
"31157","M",2,0,0,0,0,0
"31158","F",13,0,0,0,NA,NA
"31159","F",4,1,1,1,1,0
"31160","M",4,1,0,0,0,0
"31161","F",8,0,0,0,0,0
"31162","M",8,1,1,1,0,0
"31163","F",8,0,0,0,0,0
"31164","F",8,1,0,0,0,0
"31165","M",7,0,0,0,0,0
"31166","F",14,0,0,0,NA,NA
"31167","F",10,0,0,0,0,NA
"31168","F",14,1,0,0,NA,NA
"31169","M",5,0,0,0,0,0
"31170","M",5,0,0,0,0,0
"31171","F",12,1,1,1,1,NA
"31172","F",2,0,0,0,0,0
"31173","F",12,1,1,0,0,NA
"31174","F",1,1,1,1,1,1
"31175","F",15,1,0,0,NA,NA
"31176","F",7,0,0,0,0,0
"31177","F",7,0,0,0,0,0
"31178","M",15,1,0,0,NA,NA
"31179","M",8,0,0,0,0,0
"31180","F",4,1,0,0,0,0
"31181","F",10,1,1,1,1,NA
"31182","M",6,1,1,1,1,0
"31183","M",9,1,0,0,0,NA
"31184","M",5,0,0,0,0,0
"31185","F",9,0,0,0,0,NA
"31186","M",7,0,0,0,0,0
"31187","F",9,1,1,1,1,NA
"31188","F",2,1,0,0,0,0
"31189","F",12,1,0,1,1,NA
"31190","F",3,0,0,0,0,0
"31191","F",1,0,0,0,0,0
"31192","F",12,0,0,0,0,NA
"31193","F",8,1,0,0,0,0
"31194","M",2,0,0,0,0,0
"31195","F",8,0,0,0,0,0
"31196","M",10,1,1,0,1,NA
"31197","F",4,1,1,1,1,1
"31198","F",11,1,0,0,0,NA
"31199","F",12,1,0,1,0,NA
"31200","M",14,0,0,0,NA,NA
"31201","F",11,0,0,0,0,NA
"31202","F",3,1,1,1,0,0
"31203","F",15,0,0,0,NA,NA
"31204","F",15,1,0,0,NA,NA
"31205","F",2,0,0,0,0,0
"31206","F",6,1,0,1,1,1
"31207","M",6,0,0,0,0,0
"31208","M",9,1,0,0,1,NA
"31209","F",12,1,1,0,0,NA
"31210","F",7,0,0,0,0,0
"31211","F",3,1,0,0,0,0
"31212","F",6,0,0,0,0,0
"31213","F",10,0,0,0,0,NA
"31214","F",7,0,0,0,0,0
"31215","F",9,0,0,0,0,NA
"31216","F",16,0,0,0,NA,NA
"31217","F",11,0,0,0,0,NA
"31218","F",10,1,0,0,0,NA
"31219","F",14,0,0,0,NA,NA
"31220","F",15,1,1,0,NA,NA
"31221","F",6,1,1,0,0,0
"31222","M",7,0,0,0,0,0
"31223","M",6,1,1,1,1,1
"31224","F",14,0,0,0,NA,NA
"31225","M",16,1,0,0,NA,NA
"31226","F",7,1,0,0,0,0
"31227","F",14,1,0,0,NA,NA
"31228","F",7,0,0,0,0,0
"31229","M",2,0,0,0,0,0
"31230","M",4,1,1,0,0,0
"31231","F",15,1,0,0,NA,NA
"31232","M",13,1,0,0,NA,NA
"31233","F",6,1,1,1,1,1
"31234","F",8,0,0,0,0,0
"31235","F",15,0,0,0,NA,NA
"31236","M",16,0,0,0,NA,NA
"31237","F",14,1,1,0,NA,NA
"31238","F",16,1,0,0,NA,NA
"31239","M",10,0,0,0,0,NA
"31240","F",9,0,0,0,0,NA
"31241","F",6,0,0,0,0,0
"31242","F",16,0,0,0,NA,NA
"31243","F",16,0,0,0,NA,NA
"31244","M",13,0,0,0,NA,NA
