"","sex","cohort","sent","wave1","wave2","wave3","wave4"
"31245","F",16,0,0,0,NA,NA
"31246","M",16,0,0,0,NA,NA
"31247","M",4,1,0,0,0,0
"31248","M",2,1,1,1,0,0
"31249","F",7,1,1,1,1,0
"31250","M",1,1,0,0,0,0
"31251","M",11,1,0,0,0,NA
"31252","M",1,1,1,0,0,0
"31253","F",6,1,1,0,0,0
"31254","F",9,1,0,0,0,NA
"31255","M",8,1,0,0,0,0
"31256","M",3,0,0,0,0,0
"31257","F",15,0,0,0,NA,NA
"31258","M",15,0,0,0,NA,NA
"31259","F",5,0,0,0,0,0
"31260","F",9,1,0,0,0,NA
"31261","F",4,0,0,0,0,0
"31262","F",12,1,1,0,0,NA
"31263","F",9,1,1,1,0,NA
"31264","F",14,0,0,0,NA,NA
"31265","F",7,0,0,0,0,0
"31266","M",10,0,0,0,0,NA
"31267","M",8,0,0,0,0,0
"31268","F",4,0,0,0,0,0
"31269","M",5,0,0,0,0,0
"31270","F",7,1,0,0,0,0
"31271","F",4,0,0,0,0,0
"31272","F",15,0,0,0,NA,NA
"31273","M",4,1,1,1,0,0
"31274","F",12,1,1,0,0,NA
"31275","F",4,0,0,0,0,0
"31276","M",7,0,0,0,0,0
"31277","F",10,0,0,0,0,NA
"31278","F",10,1,0,0,0,NA
"31279","M",2,0,0,0,0,0
"31280","F",14,0,0,0,NA,NA
"31281","F",7,0,0,0,0,0
"31282","M",9,1,0,0,0,NA
"31283","F",9,0,0,0,0,NA
"31284","M",2,1,0,0,1,0
"31285","F",7,1,0,0,0,0
"31286","F",16,1,0,0,NA,NA
"31287","F",15,1,0,0,NA,NA
"31288","F",9,0,0,0,0,NA
"31289","F",10,0,0,0,0,NA
"31290","F",2,0,0,0,0,0
"31291","F",13,1,1,0,NA,NA
"31292","M",15,0,0,0,NA,NA
"31293","M",10,1,0,0,0,NA
"31294","M",4,1,0,0,0,0
"31295","F",9,1,1,1,0,NA
"31296","M",8,0,0,0,0,0
"31297","M",1,1,1,1,1,1
"31298","F",16,0,0,0,NA,NA
"31299","F",2,0,0,0,0,0
"31300","F",2,1,0,0,0,0
"31301","M",4,1,1,1,1,0
"31302","M",10,0,0,0,0,NA
"31303","M",14,0,0,0,NA,NA
"31304","F",8,0,0,0,0,0
"31305","M",14,0,0,0,NA,NA
"31306","M",6,1,1,1,1,0
"31307","M",2,0,0,0,0,0
"31308","M",9,0,0,0,0,NA
"31309","M",14,0,0,0,NA,NA
"31310","F",12,0,0,0,0,NA
"31311","M",2,1,0,0,0,0
"31312","F",5,1,1,0,0,0
"31313","F",2,0,0,0,0,0
"31314","F",5,0,0,0,0,0
"31315","F",15,1,0,0,NA,NA
"31316","F",2,0,0,0,0,0
"31317","F",15,0,0,0,NA,NA
"31318","F",4,1,1,1,1,1
"31319","F",8,1,0,0,0,0
"31320","F",11,1,0,0,0,NA
"31321","F",15,1,0,0,NA,NA
"31322","F",9,0,0,0,0,NA
"31323","F",11,0,0,0,0,NA
"31324","F",11,1,0,0,0,NA
"31325","F",14,0,0,0,NA,NA
"31326","F",12,1,1,1,1,NA
"31327","F",13,0,0,0,NA,NA
"31328","M",11,0,0,0,0,NA
"31329","F",15,0,0,0,NA,NA
"31330","F",10,1,1,0,1,NA
"31331","F",16,1,1,1,NA,NA
"31332","M",8,0,0,0,0,0
"31333","F",12,0,0,0,0,NA
"31334","F",15,1,1,1,NA,NA
"31335","F",8,1,0,0,0,0
"31336","F",5,0,0,0,0,0
"31337","F",1,1,0,0,0,0
"31338","F",9,0,0,0,0,NA
"31339","M",1,1,0,0,0,0
"31340","F",16,1,0,0,NA,NA
"31341","F",14,0,0,0,NA,NA
"31342","F",9,0,0,0,0,NA
"31343","F",7,1,0,1,1,1
"31344","M",8,0,0,0,0,0
"31345","F",8,1,1,1,1,1
"31346","M",3,1,1,1,0,0
"31347","F",9,1,1,1,1,NA
"31348","M",4,1,1,1,1,1
"31349","F",4,1,1,0,0,0
"31350","F",10,1,1,1,0,NA
"31351","F",4,0,0,0,0,0
"31352","F",5,1,1,1,1,1
"31353","M",7,0,0,0,0,0
"31354","M",11,0,0,0,0,NA
"31355","F",10,0,0,0,0,NA
"31356","F",14,0,0,0,NA,NA
"31357","F",12,0,0,0,0,NA
"31358","F",6,1,1,1,1,0
"31359","F",9,0,0,0,0,NA
"31360","F",16,0,0,0,NA,NA
"31361","M",6,1,0,0,0,0
"31362","F",16,1,1,1,NA,NA
"31363","F",13,0,0,0,NA,NA
"31364","F",13,1,0,0,NA,NA
"31365","F",14,0,0,0,NA,NA
"31366","F",6,0,0,0,0,0
"31367","F",16,0,0,0,NA,NA
"31368","M",2,0,0,0,0,0
"31369","F",9,0,0,0,0,NA
"31370","M",10,0,0,0,0,NA
"31371","F",10,0,0,0,0,NA
"31372","M",13,0,0,0,NA,NA
"31373","M",10,0,0,0,0,NA
"31374","M",5,1,1,1,1,1
"31375","F",4,1,1,1,1,1
"31376","F",3,0,0,0,0,0
"31377","F",14,1,0,0,NA,NA
"31378","F",10,1,0,0,0,NA
"31379","F",15,1,0,0,NA,NA
"31380","F",11,0,0,0,0,NA
"31381","M",2,0,0,0,0,0
"31382","F",7,0,0,0,0,0
"31383","F",5,0,0,0,0,0
"31384","F",6,1,0,0,0,0
"31385","F",15,0,0,0,NA,NA
"31386","F",13,1,0,0,NA,NA
"31387","F",3,1,0,0,0,0
"31388","F",5,0,0,0,0,0
"31389","F",7,0,0,0,0,0
"31390","M",16,1,0,0,NA,NA
"31391","M",5,1,1,0,1,0
"31392","F",16,0,0,0,NA,NA
"31393","F",13,0,0,0,NA,NA
"31394","F",4,1,1,1,1,1
"31395","F",4,1,0,0,0,0
"31396","M",15,1,0,0,NA,NA
"31397","F",16,0,0,0,NA,NA
"31398","M",9,0,0,0,0,NA
"31399","F",7,0,0,0,0,0
"31400","M",13,1,0,0,NA,NA
"31401","M",15,0,0,0,NA,NA
"31402","M",4,1,0,0,0,1
"31403","M",14,0,0,0,NA,NA
"31404","F",7,0,0,0,0,0
"31405","F",7,1,0,0,0,0
"31406","F",2,1,0,0,0,0
"31407","M",12,0,0,0,0,NA
"31408","F",7,1,1,0,1,1
"31409","F",5,0,0,0,0,0
"31410","F",13,1,0,0,NA,NA
"31411","F",12,1,1,0,0,NA
"31412","F",3,1,0,0,0,0
"31413","M",15,0,0,0,NA,NA
"31414","F",12,0,0,0,0,NA
"31415","M",6,0,0,0,0,0
"31416","F",7,1,1,1,0,0
"31417","F",3,0,0,0,0,0
"31418","F",2,1,0,0,0,0
"31419","F",2,0,0,0,0,0
"31420","F",10,0,0,0,0,NA
"31421","F",5,0,0,0,0,0
"31422","M",14,1,0,1,NA,NA
"31423","F",4,1,1,0,1,0
"31424","F",12,0,0,0,0,NA
"31425","F",10,0,0,0,0,NA
"31426","F",14,0,0,0,NA,NA
"31427","F",9,0,0,0,0,NA
"31428","M",12,1,0,0,0,NA
"31429","M",4,1,1,1,0,0
"31430","M",4,0,0,0,0,0
"31431","F",7,0,0,0,0,0
"31432","F",4,0,0,0,0,0
"31433","M",8,0,0,0,0,0
"31434","F",6,0,0,0,0,0
"31435","F",5,1,1,0,0,0
"31436","F",2,1,1,0,0,0
"31437","F",16,0,0,0,NA,NA
"31438","F",13,0,0,0,NA,NA
"31439","M",16,0,0,0,NA,NA
"31440","F",12,1,1,1,0,NA
"31441","F",8,1,0,0,0,1
"31442","F",3,1,0,0,0,0
"31443","F",8,1,0,0,0,0
"31444","F",12,0,0,0,0,NA
"31445","M",16,1,0,0,NA,NA
"31446","F",16,1,0,0,NA,NA
"31447","F",7,1,0,1,1,1
"31448","M",16,1,1,0,NA,NA
"31449","F",8,0,0,0,0,0
"31450","F",9,1,1,1,0,NA
"31451","F",1,1,1,0,0,0
"31452","F",4,0,0,0,0,0
"31453","M",10,1,1,1,0,NA
"31454","F",15,0,0,0,NA,NA
"31455","F",9,0,0,0,0,NA
"31456","F",14,1,0,0,NA,NA
"31457","F",1,0,0,0,0,0
"31458","F",5,1,1,1,0,1
"31459","F",8,1,1,1,0,0
"31460","F",11,0,0,0,0,NA
"31461","F",4,0,0,0,0,0
"31462","F",16,0,0,0,NA,NA
"31463","F",7,1,0,1,0,1
"31464","F",12,1,1,1,1,NA
"31465","F",11,0,0,0,0,NA
"31466","F",6,1,0,0,0,0
"31467","F",11,0,0,0,0,NA
"31468","M",7,0,0,0,0,0
"31469","F",1,0,0,0,0,0
"31470","M",14,0,0,0,NA,NA
"31471","F",14,1,0,0,NA,NA
"31472","F",10,0,0,0,0,NA
"31473","F",2,0,0,0,0,0
"31474","M",7,0,0,0,0,0
"31475","F",4,0,0,0,0,0
"31476","M",7,1,0,0,0,0
"31477","F",4,0,0,0,0,0
"31478","M",8,1,1,0,1,0
"31479","M",10,0,0,0,0,NA
"31480","F",3,1,0,0,1,1
"31481","M",4,0,0,0,0,0
"31482","F",3,1,0,0,0,0
"31483","F",7,1,0,0,0,0
"31484","F",8,1,1,0,0,1
"31485","M",14,1,1,1,NA,NA
"31486","M",8,1,1,1,1,0
"31487","M",1,0,0,0,0,0
"31488","F",12,0,0,0,0,NA
"31489","F",10,0,0,0,0,NA
"31490","F",16,1,1,1,NA,NA
"31491","M",5,1,0,0,0,0
"31492","F",10,0,0,0,0,NA
"31493","F",9,0,0,0,0,NA
"31494","F",2,0,0,0,0,0
"31495","F",2,1,0,0,0,0
"31496","M",5,1,1,1,0,0
"31497","F",8,0,0,0,0,0
"31498","F",9,1,0,0,0,NA
"31499","F",7,1,0,0,0,0
"31500","F",6,1,1,1,1,1
"31501","M",11,1,0,0,0,NA
"31502","M",1,1,0,0,0,0
"31503","F",3,1,0,0,0,0
"31504","F",8,0,0,0,0,0
"31505","F",6,1,0,0,0,0
"31506","F",7,0,0,0,0,0
"31507","F",12,0,0,0,0,NA
"31508","F",7,0,0,0,0,0
"31509","F",16,0,0,0,NA,NA
"31510","M",6,1,1,1,1,1
"31511","F",16,1,1,0,NA,NA
"31512","F",1,1,1,1,1,1
"31513","F",16,0,0,0,NA,NA
"31514","F",14,0,0,0,NA,NA
"31515","F",15,0,0,0,NA,NA
"31516","F",4,1,1,1,0,0
"31517","F",7,0,0,0,0,0
"31518","F",12,0,0,0,0,NA
"31519","F",9,0,0,0,0,NA
"31520","F",4,1,0,1,1,1
"31521","F",1,1,0,1,0,0
"31522","F",6,1,0,0,0,0
"31523","M",8,1,0,0,0,0
"31524","F",3,1,1,1,0,1
"31525","F",5,0,0,0,0,0
"31526","F",9,1,1,1,0,NA
"31527","F",1,0,0,0,0,0
"31528","M",2,0,0,0,0,0
"31529","M",11,1,1,1,1,NA
"31530","F",9,1,0,1,0,NA
"31531","F",16,1,0,0,NA,NA
"31532","F",2,0,0,0,0,0
"31533","F",15,0,0,0,NA,NA
"31534","F",6,1,1,0,0,0
"31535","F",12,0,0,0,0,NA
"31536","F",13,1,0,0,NA,NA
"31537","M",7,0,0,0,0,0
"31538","F",9,1,1,1,1,NA
"31539","M",11,1,1,0,0,NA
"31540","M",7,0,0,0,0,0
"31541","F",10,0,0,0,0,NA
"31542","M",4,1,1,0,0,0
"31543","F",6,1,1,1,1,1
"31544","F",9,1,0,0,0,NA
"31545","F",6,1,1,1,1,1
"31546","F",14,1,1,1,NA,NA
"31547","F",6,0,0,0,0,0
"31548","M",16,0,0,0,NA,NA
"31549","F",9,1,0,0,0,NA
"31550","F",14,1,0,1,NA,NA
"31551","F",13,1,0,1,NA,NA
"31552","F",13,0,0,0,NA,NA
"31553","F",12,1,1,1,0,NA
"31554","F",13,1,0,0,NA,NA
"31555","F",10,0,0,0,0,NA
"31556","F",13,0,0,0,NA,NA
"31557","F",8,1,1,0,0,0
"31558","F",4,0,0,0,0,0
"31559","F",13,0,0,0,NA,NA
"31560","F",4,0,0,0,0,0
"31561","F",1,1,1,1,0,1
"31562","M",12,1,0,1,0,NA
"31563","F",7,0,0,0,0,0
"31564","M",12,1,0,1,1,NA
"31565","F",4,1,0,0,0,0
"31566","F",5,0,0,0,0,0
"31567","F",5,0,0,0,0,0
"31568","F",10,1,1,0,1,NA
"31569","M",6,0,0,0,0,0
"31570","F",8,1,1,1,0,0
"31571","M",9,1,0,0,0,NA
"31572","M",12,1,0,0,0,NA
"31573","F",13,0,0,0,NA,NA
"31574","F",8,0,0,0,0,0
"31575","F",1,0,0,0,0,0
"31576","M",9,0,0,0,0,NA
"31577","F",9,0,0,0,0,NA
"31578","F",5,0,0,0,0,0
"31579","F",10,1,1,1,0,NA
"31580","M",1,0,0,0,0,0
"31581","F",8,1,0,1,0,0
"31582","F",9,0,0,0,0,NA
"31583","F",4,1,0,0,0,0
"31584","F",7,1,1,0,0,0
"31585","F",11,0,0,0,0,NA
"31586","F",3,0,0,0,0,0
"31587","M",3,0,0,0,0,0
"31588","M",8,1,1,0,0,1
"31589","M",3,1,0,0,0,1
"31590","F",5,0,0,0,0,0
"31591","F",4,0,0,0,0,0
"31592","M",12,0,0,0,0,NA
"31593","F",2,0,0,0,0,0
"31594","M",2,1,0,0,0,0
"31595","F",5,1,0,0,0,0
"31596","F",13,1,1,1,NA,NA
"31597","F",5,0,0,0,0,0
"31598","M",2,1,1,0,0,0
"31599","F",7,0,0,0,0,0
"31600","F",16,0,0,0,NA,NA
"31601","F",15,0,0,0,NA,NA
"31602","M",5,0,0,0,0,0
"31603","F",9,0,0,0,0,NA
"31604","F",13,0,0,0,NA,NA
"31605","F",16,0,0,0,NA,NA
"31606","F",8,0,0,0,0,0
"31607","F",12,1,1,1,0,NA
"31608","F",10,0,0,0,0,NA
"31609","F",2,1,1,1,0,0
"31610","F",16,0,0,0,NA,NA
"31611","F",12,0,0,0,0,NA
"31612","F",16,1,1,1,NA,NA
"31613","F",3,1,1,1,0,0
"31614","F",11,1,0,0,0,NA
"31615","F",3,0,0,0,0,0
"31616","F",12,0,0,0,0,NA
"31617","F",5,1,1,0,0,0
"31618","F",8,1,0,0,0,0
"31619","F",15,1,0,0,NA,NA
"31620","M",2,0,0,0,0,0
"31621","M",10,0,0,0,0,NA
"31622","F",6,1,0,1,0,0
"31623","F",6,0,0,0,0,0
"31624","F",12,0,0,0,0,NA
"31625","M",2,0,0,0,0,0
"31626","F",11,1,0,0,0,NA
"31627","F",3,1,0,0,0,0
"31628","F",8,0,0,0,0,0
"31629","F",4,1,1,0,0,0
"31630","F",15,1,0,1,NA,NA
"31631","F",14,1,1,0,NA,NA
"31632","F",5,1,0,0,0,0
"31633","F",8,0,0,0,0,0
"31634","F",4,1,1,1,0,0
"31635","M",2,1,1,0,1,0
"31636","F",12,0,0,0,0,NA
"31637","F",13,0,0,0,NA,NA
"31638","F",5,0,0,0,0,0
"31639","F",1,0,0,0,0,0
"31640","F",1,1,0,0,0,0
"31641","F",8,0,0,0,0,0
"31642","F",14,0,0,0,NA,NA
"31643","F",6,1,0,0,0,0
"31644","M",2,0,0,0,0,0
"31645","F",1,0,0,0,0,0
"31646","F",9,0,0,0,0,NA
"31647","F",5,0,0,0,0,0
"31648","F",2,1,0,0,0,0
"31649","F",6,0,0,0,0,0
"31650","M",9,1,1,1,1,NA
"31651","M",8,0,0,0,0,0
"31652","F",12,1,0,1,0,NA
"31653","F",2,0,0,0,0,0
"31654","M",4,0,0,0,0,0
"31655","F",12,1,0,0,0,NA
"31656","F",3,0,0,0,0,0
"31657","F",8,1,1,1,1,0
"31658","M",14,0,0,0,NA,NA
"31659","F",1,0,0,0,0,0
"31660","F",12,0,0,0,0,NA
"31661","F",8,0,0,0,0,0
"31662","F",6,0,0,0,0,0
"31663","F",14,0,0,0,NA,NA
"31664","M",16,0,0,0,NA,NA
"31665","F",11,1,1,0,0,NA
"31666","F",15,0,0,0,NA,NA
"31667","M",14,1,0,0,NA,NA
"31668","F",15,1,0,0,NA,NA
"31669","F",12,1,0,0,0,NA
"31670","F",4,1,0,1,1,1
"31671","F",10,0,0,0,0,NA
"31672","F",6,1,0,1,0,0
"31673","F",4,0,0,0,0,0
"31674","F",1,0,0,0,0,0
"31675","M",6,0,0,0,0,0
"31676","F",2,1,0,0,0,0
"31677","F",13,1,1,1,NA,NA
"31678","M",12,0,0,0,0,NA
"31679","F",12,0,0,0,0,NA
"31680","F",16,1,0,0,NA,NA
"31681","F",10,1,1,1,0,NA
"31682","F",7,0,0,0,0,0
"31683","F",8,1,0,0,0,0
"31684","F",8,0,0,0,0,0
"31685","F",9,1,0,0,0,NA
"31686","F",10,1,0,0,0,NA
"31687","F",1,1,0,0,0,0
"31688","F",7,0,0,0,0,0
"31689","F",7,0,0,0,0,0
"31690","F",12,1,0,0,0,NA
"31691","F",7,1,1,0,0,0
"31692","F",9,0,0,0,0,NA
"31693","M",7,1,0,0,0,0
"31694","M",3,0,0,0,0,0
"31695","F",7,1,0,0,0,0
"31696","F",1,1,1,1,0,0
"31697","F",7,0,0,0,0,0
"31698","M",12,0,0,0,0,NA
"31699","F",1,0,0,0,0,0
"31700","M",1,0,0,0,0,0
"31701","F",8,0,0,0,0,0
"31702","F",6,1,1,0,0,0
"31703","F",7,0,0,0,0,0
"31704","F",8,1,0,0,0,0
"31705","F",2,1,0,0,0,0
"31706","M",4,1,0,0,0,0
"31707","M",10,0,0,0,0,NA
"31708","F",16,1,1,0,NA,NA
"31709","M",12,1,1,1,0,NA
"31710","M",4,0,0,0,0,0
"31711","F",2,0,0,0,0,0
"31712","F",4,1,0,0,0,0
"31713","F",9,0,0,0,0,NA
"31714","F",5,0,0,0,0,0
"31715","F",12,1,1,1,1,NA
"31716","F",15,0,0,0,NA,NA
"31717","M",13,1,0,1,NA,NA
"31718","M",14,0,0,0,NA,NA
"31719","F",7,1,0,1,0,1
"31720","F",5,1,0,0,0,0
"31721","F",6,0,0,0,0,0
"31722","F",12,0,0,0,0,NA
"31723","M",6,1,0,0,0,0
"31724","F",8,1,1,1,1,0
"31725","F",11,1,1,0,0,NA
"31726","F",6,1,1,1,0,0
"31727","M",9,1,1,1,0,NA
"31728","F",16,0,0,0,NA,NA
"31729","F",10,0,0,0,0,NA
"31730","F",13,1,1,1,NA,NA
"31731","F",9,0,0,0,0,NA
"31732","M",15,0,0,0,NA,NA
"31733","F",9,1,1,1,0,NA
"31734","F",16,0,0,0,NA,NA
"31735","M",4,0,0,0,0,0
"31736","M",12,0,0,0,0,NA
"31737","M",3,1,0,0,0,0
"31738","F",2,0,0,0,0,0
"31739","F",4,1,0,0,0,0
"31740","F",10,1,0,0,0,NA
"31741","F",4,0,0,0,0,0
"31742","M",9,0,0,0,0,NA
"31743","M",2,1,0,0,0,0
"31744","F",11,1,0,0,0,NA
"31745","F",16,0,0,0,NA,NA
"31746","F",12,1,0,0,0,NA
"31747","M",7,0,0,0,0,0
"31748","M",15,0,0,0,NA,NA
"31749","F",11,0,0,0,0,NA
"31750","M",14,0,0,0,NA,NA
"31751","F",14,0,0,0,NA,NA
"31752","F",2,0,0,0,0,0
"31753","F",12,1,1,0,0,NA
"31754","F",9,0,0,0,0,NA
"31755","F",11,1,0,0,0,NA
"31756","F",11,1,1,0,0,NA
"31757","F",13,0,0,0,NA,NA
"31758","M",13,0,0,0,NA,NA
"31759","F",12,1,0,0,0,NA
"31760","F",5,1,1,1,0,0
"31761","F",11,1,0,0,0,NA
"31762","F",2,0,0,0,0,0
"31763","F",15,0,0,0,NA,NA
"31764","F",12,0,0,0,0,NA
"31765","F",2,0,0,0,0,0
"31766","F",6,1,0,0,0,0
"31767","M",16,1,1,0,NA,NA
"31768","M",4,1,0,0,0,0
"31769","M",13,0,0,0,NA,NA
"31770","F",5,0,0,0,0,0
"31771","M",10,0,0,0,0,NA
"31772","M",2,0,0,0,0,0
"31773","M",13,0,0,0,NA,NA
"31774","F",7,0,0,0,0,0
"31775","F",1,1,1,1,1,0
"31776","F",14,0,0,0,NA,NA
"31777","F",15,1,0,0,NA,NA
"31778","F",1,0,0,0,0,0
"31779","M",6,0,0,0,0,0
"31780","M",7,0,0,0,0,0
"31781","F",6,0,0,0,0,0
"31782","F",9,1,0,0,0,NA
"31783","M",6,1,0,0,0,0
"31784","F",5,1,0,0,0,0
"31785","F",9,0,0,0,0,NA
"31786","F",16,0,0,0,NA,NA
"31787","F",6,0,0,0,0,0
"31788","M",8,0,0,0,0,0
"31789","F",9,0,0,0,0,NA
"31790","F",2,1,1,1,0,0
"31791","M",8,0,0,0,0,0
"31792","F",16,0,0,0,NA,NA
"31793","F",11,0,0,0,0,NA
"31794","F",14,0,0,0,NA,NA
"31795","F",7,0,0,0,0,0
"31796","F",6,1,1,1,0,0
"31797","F",7,0,0,0,0,0
"31798","F",4,1,0,0,0,0
"31799","F",12,1,0,0,0,NA
"31800","M",13,0,0,0,NA,NA
"31801","M",15,0,0,0,NA,NA
"31802","F",3,0,0,0,0,0
"31803","F",4,0,0,0,0,0
"31804","F",14,0,0,0,NA,NA
"31805","F",4,0,0,0,0,0
"31806","F",2,0,0,0,0,0
"31807","F",7,1,1,1,1,1
"31808","M",7,0,0,0,0,0
"31809","F",16,0,0,0,NA,NA
"31810","M",9,1,1,1,1,NA
"31811","F",13,1,0,0,NA,NA
"31812","F",15,0,0,0,NA,NA
"31813","M",4,1,1,0,0,0
"31814","F",13,1,0,0,NA,NA
"31815","F",7,0,0,0,0,0
"31816","F",14,1,0,1,NA,NA
"31817","F",2,0,0,0,0,0
"31818","F",16,0,0,0,NA,NA
"31819","F",9,1,1,0,1,NA
"31820","M",2,1,1,1,1,1
"31821","F",3,1,1,1,1,1
"31822","F",5,0,0,0,0,0
"31823","F",13,0,0,0,NA,NA
"31824","F",5,1,0,1,1,1
"31825","F",12,0,0,0,0,NA
"31826","F",3,0,0,0,0,0
"31827","F",12,1,0,0,0,NA
"31828","F",10,1,0,1,1,NA
"31829","F",2,0,0,0,0,0
"31830","M",7,1,0,1,1,1
"31831","M",3,1,1,0,0,0
"31832","F",15,1,0,0,NA,NA
"31833","F",16,1,1,1,NA,NA
"31834","F",3,0,0,0,0,0
"31835","F",10,1,0,0,0,NA
"31836","F",10,0,0,0,0,NA
"31837","F",8,0,0,0,0,0
"31838","M",11,1,1,0,0,NA
"31839","M",3,0,0,0,0,0
"31840","F",9,1,1,1,1,NA
"31841","F",16,1,0,0,NA,NA
"31842","F",7,1,0,0,0,0
"31843","F",12,0,0,0,0,NA
"31844","F",13,0,0,0,NA,NA
"31845","F",1,0,0,0,0,0
"31846","M",8,0,0,0,0,0
"31847","F",13,1,0,0,NA,NA
"31848","F",9,0,0,0,0,NA
"31849","F",12,1,1,1,0,NA
"31850","F",10,0,0,0,0,NA
"31851","M",14,1,1,0,NA,NA
"31852","F",15,1,0,0,NA,NA
"31853","F",6,0,0,0,0,0
"31854","F",12,1,0,0,0,NA
"31855","M",12,0,0,0,0,NA
"31856","F",5,0,0,0,0,0
"31857","F",16,1,0,1,NA,NA
"31858","F",8,0,0,0,0,0
"31859","F",1,1,0,0,0,0
"31860","M",5,0,0,0,0,0
"31861","F",14,1,0,0,NA,NA
"31862","F",7,1,0,0,0,0
"31863","F",9,0,0,0,0,NA
"31864","M",9,0,0,0,0,NA
"31865","M",9,1,1,1,1,NA
"31866","M",3,1,1,0,0,0
"31867","M",6,1,0,0,0,0
"31868","M",1,1,1,0,0,0
"31869","M",13,0,0,0,NA,NA
"31870","F",1,0,0,0,0,0
"31871","F",2,0,0,0,0,0
"31872","F",9,0,0,0,0,NA
"31873","M",1,0,0,0,0,0
"31874","F",13,0,0,0,NA,NA
"31875","F",13,1,0,0,NA,NA
"31876","F",5,1,0,0,0,0
"31877","M",6,0,0,0,0,0
"31878","F",16,1,0,0,NA,NA
"31879","F",1,0,0,0,0,0
"31880","F",8,1,0,0,0,0
"31881","F",8,1,1,1,0,0
"31882","F",3,0,0,0,0,0
"31883","F",16,1,1,1,NA,NA
"31884","F",3,0,0,0,0,0
"31885","F",16,1,1,1,NA,NA
"31886","M",6,0,0,0,0,0
"31887","F",11,1,0,1,1,NA
"31888","F",4,0,0,0,0,0
"31889","F",11,1,1,1,1,NA
"31890","F",2,1,1,1,1,1
"31891","M",4,1,1,0,0,0
"31892","F",13,0,0,0,NA,NA
"31893","F",10,1,1,1,0,NA
"31894","F",11,1,1,0,0,NA
"31895","F",9,1,0,1,0,NA
"31896","M",11,1,0,0,0,NA
"31897","M",5,0,0,0,0,0
"31898","F",5,0,0,0,0,0
"31899","M",7,1,0,0,0,0
"31900","F",8,1,1,1,0,0
"31901","F",12,0,0,0,0,NA
"31902","F",8,0,0,0,0,0
"31903","F",8,0,0,0,0,0
"31904","F",16,0,0,0,NA,NA
"31905","F",2,1,1,0,0,0
"31906","M",2,1,0,0,0,0
"31907","F",2,0,0,0,0,0
"31908","M",11,1,0,0,0,NA
"31909","F",12,1,1,0,0,NA
"31910","F",4,1,1,1,1,1
"31911","F",6,1,0,0,0,0
"31912","F",12,0,0,0,0,NA
"31913","F",3,1,0,0,0,0
"31914","F",7,0,0,0,0,0
"31915","M",4,0,0,0,0,0
"31916","F",15,0,0,0,NA,NA
"31917","F",9,1,0,0,1,NA
"31918","M",12,1,0,0,0,NA
"31919","F",10,1,1,1,0,NA
"31920","F",9,1,1,1,1,NA
"31921","F",4,0,0,0,0,0
"31922","M",2,0,0,0,0,0
"31923","F",4,0,0,0,0,0
"31924","F",9,0,0,0,0,NA
"31925","M",5,0,0,0,0,0
"31926","F",12,1,0,0,0,NA
"31927","F",8,1,1,0,0,0
"31928","F",15,0,0,0,NA,NA
"31929","F",10,0,0,0,0,NA
"31930","F",6,0,0,0,0,0
"31931","M",11,1,1,0,0,NA
"31932","F",16,1,1,1,NA,NA
"31933","M",10,0,0,0,0,NA
"31934","F",8,0,0,0,0,0
"31935","F",10,0,0,0,0,NA
"31936","F",7,0,0,0,0,0
"31937","M",2,1,0,0,0,0
"31938","M",4,0,0,0,0,0
"31939","M",8,1,1,1,0,1
"31940","F",11,0,0,0,0,NA
"31941","F",2,1,0,0,0,0
"31942","M",14,0,0,0,NA,NA
"31943","M",1,1,0,0,0,0
"31944","F",1,0,0,0,0,0
"31945","M",16,0,0,0,NA,NA
"31946","F",2,1,1,1,0,0
"31947","F",11,1,1,1,1,NA
"31948","F",9,0,0,0,0,NA
"31949","F",15,0,0,0,NA,NA
"31950","F",10,1,0,0,0,NA
"31951","F",7,0,0,0,0,0
"31952","M",11,0,0,0,0,NA
"31953","F",7,0,0,0,0,0
"31954","F",9,1,1,1,1,NA
"31955","F",11,1,1,0,0,NA
"31956","F",8,1,1,1,1,1
"31957","F",8,0,0,0,0,0
"31958","F",13,0,0,0,NA,NA
"31959","F",7,0,0,0,0,0
"31960","F",15,0,0,0,NA,NA
"31961","F",11,0,0,0,0,NA
"31962","F",6,1,0,0,0,0
"31963","F",9,0,0,0,0,NA
"31964","M",10,0,0,0,0,NA
"31965","F",6,0,0,0,0,0
"31966","F",8,0,0,0,0,0
"31967","F",12,0,0,0,0,NA
"31968","F",11,0,0,0,0,NA
"31969","F",6,1,0,0,0,0
"31970","F",5,1,1,1,1,1
"31971","F",9,1,1,1,1,NA
"31972","M",7,0,0,0,0,0
"31973","F",11,0,0,0,0,NA
"31974","F",16,1,0,1,NA,NA
"31975","F",13,0,0,0,NA,NA
"31976","F",3,1,1,0,0,0
"31977","F",9,0,0,0,0,NA
"31978","F",12,0,0,0,0,NA
"31979","F",1,1,0,0,0,0
"31980","F",10,1,1,1,0,NA
"31981","M",9,1,1,1,0,NA
"31982","F",8,0,0,0,0,0
"31983","F",9,0,0,0,0,NA
"31984","M",11,1,0,1,0,NA
"31985","F",12,0,0,0,0,NA
"31986","F",10,0,0,0,0,NA
"31987","F",7,0,0,0,0,0
"31988","F",8,0,0,0,0,0
"31989","M",8,0,0,0,0,0
"31990","F",14,1,1,1,NA,NA
