"","sex","ef_age","new_age","acc_inv"
"692","F","(22,80]","(19,33]","0"
"693","M","[16,18]","[16,19]","0"
"694","M","[16,18]","[16,19]","0"
"695","M","(22,80]","(19,33]","0"
"696","F","[16,18]","[16,19]","0"
"697","F","(22,80]","(19,33]","0"
"698","F","(22,80]","(19,33]","0"
"699","M","[16,18]","[16,19]","0"
"700","F","(18,22]","(19,33]","0"
"701","F","(18,22]","(19,33]","0"
"702","F","(22,80]","(19,33]","0"
"703","F","(18,22]","[16,19]","0"
"704","M","[16,18]","[16,19]","0"
"705","F","[16,18]","[16,19]","0"
"706","F","(18,22]","[16,19]","0"
"707","F","(22,80]","(33,80]","0"
"708","M","[16,18]","[16,19]","0"
"709","F","[16,18]","[16,19]","0"
"710","F","(18,22]","(19,33]","0"
"711","F","(22,80]","(33,80]","0"
"712","F","(22,80]","(33,80]","0"
"713","F","(22,80]","(33,80]","0"
"714","F","(18,22]","(19,33]","0"
"715","M","[16,18]","[16,19]","0"
"716","F","[16,18]","[16,19]","0"
"717","M","(18,22]","(19,33]","0"
"718","M","(22,80]","(19,33]","0"
"719","F","(18,22]","(19,33]","1+"
"720","F","(18,22]","(19,33]","0"
"721","F","[16,18]","[16,19]","0"
"722","F","(22,80]","(33,80]","0"
"723","M","[16,18]","[16,19]","0"
"724","F","(22,80]","(33,80]","0"
"725","M","[16,18]","[16,19]","0"
"726","F","(22,80]","(33,80]","0"
"727","M","[16,18]","[16,19]","1+"
"728","F","(18,22]","(19,33]","0"
"729","M","[16,18]","[16,19]","1+"
"730","M","[16,18]","[16,19]","1+"
"731","F","(18,22]","(19,33]","0"
"732","M","(18,22]","(19,33]","0"
"733","F","(22,80]","(19,33]","0"
"734","M","[16,18]","[16,19]","0"
"735","F","[16,18]","[16,19]","0"
"736","M","(22,80]","(33,80]","1+"
"737","M","(18,22]","(19,33]","0"
"738","M","(22,80]","(19,33]","0"
"739","F","(22,80]","(19,33]","0"
"740","M","[16,18]","[16,19]","0"
"741","M","(22,80]","(19,33]","0"
"742","M","[16,18]","[16,19]","0"
"743","M","(18,22]","[16,19]","0"
"744","M","(18,22]","(19,33]","0"
"745","M","[16,18]","[16,19]","0"
"746","M","(18,22]","(19,33]","0"
"747","F","(18,22]","(19,33]","0"
"748","M","[16,18]","[16,19]","0"
"749","M","[16,18]","[16,19]","0"
"750","M","(22,80]","(19,33]","0"
"751","F","(22,80]","(33,80]","0"
"752","M","(18,22]","[16,19]","0"
"753","M","(22,80]","(33,80]","0"
"754","F","[16,18]","[16,19]","0"
"755","F","(18,22]","(19,33]","0"
"756","F","[16,18]","[16,19]","1+"
"757","F","(18,22]","[16,19]","0"
"758","F","[16,18]","[16,19]","0"
"759","F","[16,18]","[16,19]","0"
"760","F","(22,80]","(33,80]","0"
"761","M","[16,18]","[16,19]","0"
"762","F","(22,80]","(19,33]","0"
"763","M","(18,22]","[16,19]","0"
"764","F","(22,80]","(19,33]","0"
"765","F","[16,18]","[16,19]","0"
"766","F","(22,80]","(19,33]","0"
"767","M","[16,18]","[16,19]","0"
"768","M","(18,22]","[16,19]","0"
"769","M","(18,22]","[16,19]","0"
"770","F","[16,18]","[16,19]","0"
"771","M","(22,80]","(19,33]","0"
"772","F","(18,22]","(19,33]","0"
"773","F","(18,22]","(19,33]","0"
"774","F","[16,18]","[16,19]","0"
"775","M","(22,80]","(19,33]","0"
"776","M","(22,80]","(33,80]","0"
"777","M","[16,18]","[16,19]","0"
"778","F","(18,22]","(19,33]","0"
"779","M","(18,22]","[16,19]","0"
"780","F","(18,22]","[16,19]","0"
"781","F","[16,18]","[16,19]","0"
"782","F","[16,18]","[16,19]","0"
"783","M","(18,22]","[16,19]","0"
"784","M","[16,18]","[16,19]","0"
"785","F","[16,18]","[16,19]","0"
"786","F","(22,80]","(33,80]","0"
"787","F","[16,18]","[16,19]","0"
"788","F","[16,18]","[16,19]","0"
"789","M","[16,18]","[16,19]","0"
"790","M","[16,18]","[16,19]","0"
"791","F","[16,18]","[16,19]","0"
"792","M","(22,80]","(19,33]","0"
"793","F","[16,18]","[16,19]","0"
"794","F","[16,18]","[16,19]","0"
"795","F","(22,80]","(19,33]","0"
"796","F","(22,80]","(33,80]","0"
"797","M","(18,22]","[16,19]","0"
"798","F","[16,18]","[16,19]","0"
"799","F","(22,80]","(19,33]","0"
"800","F","[16,18]","[16,19]","0"
"801","M","[16,18]","[16,19]","0"
"802","F","(22,80]","(19,33]","0"
"803","F","(22,80]","(33,80]","0"
"804","M","[16,18]","[16,19]","0"
"805","F","[16,18]","[16,19]","0"
"806","F","(22,80]","(33,80]","0"
"807","M","(18,22]","[16,19]","0"
"808","F","(22,80]","(33,80]","0"
"809","F","(22,80]","(19,33]","0"
"810","F","(18,22]","(19,33]","0"
"811","F","(18,22]","(19,33]","0"
"812","F","[16,18]","[16,19]","0"
"813","M","(22,80]","(19,33]","0"
"814","M","(18,22]","[16,19]","0"
"815","F","(22,80]","(33,80]","0"
"816","F","(18,22]","(19,33]","0"
"817","F","(22,80]","(19,33]","0"
"818","F","(22,80]","(19,33]","0"
"819","F","(18,22]","(19,33]","0"
"820","M","[16,18]","[16,19]","0"
"821","M","[16,18]","[16,19]","0"
"822","M","[16,18]","[16,19]","0"
"823","F","[16,18]","[16,19]","0"
"824","F","[16,18]","[16,19]","0"
"825","F","[16,18]","[16,19]","0"
"826","F","[16,18]","[16,19]","0"
"827","M","[16,18]","[16,19]","0"
"828","F","[16,18]","[16,19]","0"
"829","F","(18,22]","[16,19]","0"
"830","M","(18,22]","[16,19]","0"
"831","F","[16,18]","[16,19]","0"
"832","F","(22,80]","(19,33]","0"
"833","F","[16,18]","[16,19]","0"
"834","F","(18,22]","(19,33]","0"
"835","M","[16,18]","[16,19]","0"
"836","F","[16,18]","[16,19]","0"
"837","M","[16,18]","[16,19]","0"
"838","M","(22,80]","(33,80]","1+"
"839","M","[16,18]","[16,19]","0"
"840","F","(22,80]","(19,33]","0"
"841","M","(22,80]","(19,33]","0"
"842","F","(22,80]","(33,80]","0"
"843","M","[16,18]","[16,19]","0"
"844","M","[16,18]","[16,19]","1+"
"845","F","[16,18]","[16,19]","0"
"846","F","[16,18]","[16,19]","0"
"847","F","[16,18]","[16,19]","1+"
"848","F","[16,18]","[16,19]","0"
"849","F","(18,22]","(19,33]","0"
"850","M","(22,80]","(33,80]","0"
"851","F","[16,18]","[16,19]","0"
"852","F","[16,18]","[16,19]","0"
"853","M","[16,18]","[16,19]","0"
"854","F","(22,80]","(33,80]","0"
"855","F","[16,18]","[16,19]","0"
"856","M","[16,18]","[16,19]","0"
"857","F","(22,80]","(19,33]","0"
"858","M","[16,18]","[16,19]","0"
"859","M","(18,22]","[16,19]","0"
"860","M","[16,18]","[16,19]","0"
"861","M","[16,18]","[16,19]","0"
"862","F","(18,22]","[16,19]","0"
"863","F","[16,18]","[16,19]","0"
"864","F","[16,18]","[16,19]","0"
"865","F","[16,18]","[16,19]","0"
"866","F","[16,18]","[16,19]","0"
"867","M","[16,18]","[16,19]","0"
"868","F","[16,18]","[16,19]","0"
"869","F","[16,18]","[16,19]","0"
"870","M","[16,18]","[16,19]","0"
"871","M","(18,22]","(19,33]","0"
"872","M","(18,22]","[16,19]","0"
"873","F","[16,18]","[16,19]","1+"
"874","F","(22,80]","(33,80]","0"
"875","F","[16,18]","[16,19]","0"
"876","F","[16,18]","[16,19]","0"
"877","F","[16,18]","[16,19]","0"
"878","F","[16,18]","[16,19]","0"
"879","M","[16,18]","[16,19]","0"
"880","F","[16,18]","[16,19]","0"
"881","F","[16,18]","[16,19]","0"
"882","F","(18,22]","(19,33]","1+"
"883","F","(18,22]","(19,33]","0"
"884","F","[16,18]","[16,19]","0"
"885","M","(18,22]","[16,19]","0"
"886","F","(18,22]","(19,33]","0"
"887","F","[16,18]","[16,19]","0"
"888","F","(22,80]","(19,33]","0"
"889","M","(18,22]","[16,19]","0"
"890","F","[16,18]","[16,19]","0"
"891","F","(22,80]","(19,33]","0"
"892","F","[16,18]","[16,19]","0"
"893","M","(22,80]","(33,80]","0"
"894","F","[16,18]","[16,19]","0"
"895","F","(22,80]","(19,33]","0"
"896","F","(18,22]","[16,19]","0"
"897","F","[16,18]","[16,19]","0"
"898","F","[16,18]","[16,19]","0"
"899","F","(22,80]","(19,33]","0"
"900","F","(18,22]","(19,33]","0"
"901","M","(22,80]","(33,80]","0"
"902","F","(22,80]","(19,33]","0"
"903","M","(18,22]","(19,33]","0"
"904","F","(22,80]","(19,33]","0"
"905","M","(18,22]","[16,19]","0"
"906","F","(22,80]","(19,33]","0"
"907","F","[16,18]","[16,19]","0"
"908","M","[16,18]","[16,19]","0"
"909","F","[16,18]","[16,19]","0"
"910","F","[16,18]","[16,19]","0"
"911","F","[16,18]","[16,19]","0"
"912","F","[16,18]","[16,19]","0"
"913","M","[16,18]","[16,19]","0"
"914","F","(18,22]","[16,19]","0"
"915","F","[16,18]","[16,19]","0"
"916","M","[16,18]","[16,19]","0"
"917","F","[16,18]","[16,19]","0"
"918","F","(22,80]","(19,33]","0"
"919","F","(18,22]","[16,19]","0"
"920","M","[16,18]","[16,19]","0"
"921","M","[16,18]","[16,19]","0"
"922","F","[16,18]","[16,19]","0"
"923","M","[16,18]","[16,19]","0"
"924","F","(22,80]","(33,80]","0"
"925","M","(18,22]","[16,19]","0"
"926","F","(22,80]","(19,33]","0"
"927","F","[16,18]","[16,19]","0"
"928","F","[16,18]","[16,19]","0"
"929","F","(18,22]","(19,33]","0"
"930","M","[16,18]","[16,19]","0"
"931","M","[16,18]","[16,19]","1+"
"932","M","(22,80]","(19,33]","0"
"933","M","[16,18]","[16,19]","0"
"934","M","[16,18]","[16,19]","0"
"935","F","(22,80]","(33,80]","0"
"936","F","[16,18]","[16,19]","0"
"937","F","(22,80]","(19,33]","0"
"938","M","[16,18]","[16,19]","0"
"939","F","(18,22]","[16,19]","0"
"940","M","[16,18]","[16,19]","0"
"941","F","(18,22]","[16,19]","0"
"942","F","(22,80]","(33,80]","0"
"943","F","[16,18]","[16,19]","0"
"944","F","(22,80]","(19,33]","0"
"945","M","(18,22]","(19,33]","0"
"946","M","(22,80]","(19,33]","0"
"947","F","(18,22]","(19,33]","0"
"948","F","(22,80]","(19,33]","0"
"949","F","(22,80]","(33,80]","0"
"950","F","[16,18]","[16,19]","0"
"951","F","[16,18]","[16,19]","0"
"952","F","[16,18]","[16,19]","0"
"953","F","[16,18]","[16,19]","1+"
"954","F","[16,18]","[16,19]","0"
"955","F","(22,80]","(33,80]","0"
"956","F","(18,22]","(19,33]","0"
"957","M","[16,18]","[16,19]","0"
"958","M","(18,22]","[16,19]","0"
"959","M","[16,18]","[16,19]","0"
"960","M","(22,80]","(19,33]","0"
"961","F","(18,22]","[16,19]","0"
"962","F","(22,80]","(33,80]","0"
"963","F","(18,22]","(19,33]","0"
"964","M","(22,80]","(33,80]","0"
"965","M","(22,80]","(19,33]","0"
"966","F","(18,22]","(19,33]","0"
"967","F","(18,22]","(19,33]","0"
"968","M","[16,18]","[16,19]","0"
"969","M","(22,80]","(33,80]","0"
"970","M","[16,18]","[16,19]","0"
"971","F","(22,80]","(19,33]","0"
"972","F","[16,18]","[16,19]","0"
"973","M","[16,18]","[16,19]","1+"
"974","F","(22,80]","(19,33]","0"
"975","F","(18,22]","[16,19]","0"
"976","M","[16,18]","[16,19]","0"
"977","M","[16,18]","[16,19]","0"
"978","M","[16,18]","[16,19]","0"
"979","F","(22,80]","(19,33]","0"
"980","F","[16,18]","[16,19]","0"
"981","F","(22,80]","(19,33]","0"
"982","M","[16,18]","[16,19]","0"
"983","F","(22,80]","(33,80]","0"
"984","M","(22,80]","(19,33]","0"
"985","F","(22,80]","(19,33]","0"
"986","F","[16,18]","[16,19]","0"
"987","F","(22,80]","(33,80]","0"
"988","M","[16,18]","[16,19]","0"
"989","F","[16,18]","[16,19]","0"
"990","F","[16,18]","[16,19]","0"
"991","M","[16,18]","[16,19]","0"
"992","F","(18,22]","[16,19]","0"
"993","M","(22,80]","(33,80]","0"
"994","F","[16,18]","[16,19]","0"
"995","F","(22,80]","(19,33]","0"
"996","F","[16,18]","[16,19]","0"
"997","M","(22,80]","(19,33]","0"
"998","M","[16,18]","[16,19]","0"
"999","F","(18,22]","[16,19]","0"
"1000","F","(22,80]","(33,80]","0"
"1001","F","(22,80]","(33,80]","0"
"1002","F","[16,18]","[16,19]","0"
"1003","M","[16,18]","[16,19]","0"
"1004","M","(22,80]","(33,80]","0"
"1005","F","[16,18]","[16,19]","0"
"1006","F","[16,18]","[16,19]","0"
"1007","F","(18,22]","[16,19]","0"
"1008","F","[16,18]","[16,19]","0"
"1009","M","[16,18]","[16,19]","0"
"1010","F","(18,22]","[16,19]","0"
"1011","F","(22,80]","(19,33]","0"
"1012","F","(22,80]","(33,80]","0"
"1013","M","[16,18]","[16,19]","0"
"1014","F","(22,80]","(19,33]","0"
"1015","M","(18,22]","[16,19]","1+"
"1016","F","(22,80]","(19,33]","0"
"1017","M","[16,18]","[16,19]","0"
"1018","M","[16,18]","[16,19]","0"
"1019","M","(22,80]","(33,80]","0"
"1020","M","(18,22]","(19,33]","0"
"1021","M","(18,22]","(19,33]","0"
"1022","F","[16,18]","[16,19]","0"
"1023","F","(22,80]","(33,80]","0"
"1024","M","(22,80]","(33,80]","0"
"1025","F","(18,22]","(19,33]","0"
"1026","F","[16,18]","[16,19]","0"
"1027","F","(18,22]","(19,33]","0"
"1028","M","(22,80]","(33,80]","0"
"1029","M","[16,18]","[16,19]","0"
"1030","F","(22,80]","(19,33]","0"
"1031","F","(22,80]","(19,33]","0"
"1032","M","(22,80]","(19,33]","0"
"1033","M","[16,18]","[16,19]","0"
"1034","F","[16,18]","[16,19]","0"
"1035","F","[16,18]","[16,19]","0"
"1036","F","(18,22]","[16,19]","0"
"1037","M","[16,18]","[16,19]","0"
"1038","M","[16,18]","[16,19]","0"
"1039","F","[16,18]","[16,19]","0"
"1040","F","[16,18]","[16,19]","0"
"1041","M","(18,22]","(19,33]","0"
"1042","F","(22,80]","(33,80]","0"
"1043","F","(18,22]","[16,19]","1+"
"1044","F","[16,18]","[16,19]","1+"
"1045","F","(22,80]","(33,80]","0"
"1046","F","(22,80]","(33,80]","0"
"1047","F","[16,18]","[16,19]","0"
"1048","M","(22,80]","(19,33]","1+"
"1049","M","(22,80]","(19,33]","0"
"1050","M","[16,18]","[16,19]","1+"
"1051","M","(22,80]","(19,33]","0"
"1052","M","(18,22]","(19,33]","0"
"1053","M","[16,18]","[16,19]","0"
"1054","M","[16,18]","[16,19]","1+"
"1055","M","[16,18]","[16,19]","0"
"1056","F","[16,18]","[16,19]","0"
"1057","F","[16,18]","[16,19]","0"
"1058","F","[16,18]","[16,19]","0"
"1059","F","[16,18]","[16,19]","0"
"1060","F","[16,18]","[16,19]","0"
"1061","F","(18,22]","(19,33]","0"
"1062","M","[16,18]","[16,19]","0"
"1063","M","[16,18]","[16,19]","0"
"1064","M","[16,18]","[16,19]","0"
"1065","F","(18,22]","(19,33]","0"
"1066","M","[16,18]","[16,19]","0"
"1067","F","(22,80]","(19,33]","0"
"1068","F","[16,18]","[16,19]","0"
"1069","M","(22,80]","(33,80]","0"
"1070","M","[16,18]","[16,19]","0"
"1071","M","[16,18]","[16,19]","0"
"1072","F","[16,18]","[16,19]","0"
"1073","F","[16,18]","[16,19]","0"
"1074","F","(22,80]","(19,33]","0"
"1075","F","[16,18]","[16,19]","0"
"1076","M","(22,80]","(19,33]","0"
"1077","M","[16,18]","[16,19]","1+"
"1078","F","[16,18]","[16,19]","0"
"1079","F","(18,22]","[16,19]","0"
"1080","M","(22,80]","(33,80]","0"
"1081","M","[16,18]","[16,19]","0"
"1082","M","[16,18]","[16,19]","1+"
"1083","M","(18,22]","[16,19]","1+"
"1084","M","(22,80]","(19,33]","0"
"1085","F","(18,22]","[16,19]","0"
"1086","F","[16,18]","[16,19]","0"
"1087","F","[16,18]","[16,19]","0"
"1088","F","[16,18]","[16,19]","0"
"1089","F","(22,80]","(33,80]","0"
"1090","F","[16,18]","[16,19]","0"
"1091","F","(18,22]","[16,19]","0"
"1092","F","(18,22]","(19,33]","0"
"1093","F","(18,22]","[16,19]","0"
"1094","F","(22,80]","(33,80]","0"
"1095","F","[16,18]","[16,19]","0"
"1096","F","[16,18]","[16,19]","0"
"1097","F","[16,18]","[16,19]","0"
"1098","F","[16,18]","[16,19]","0"
"1099","F","(18,22]","[16,19]","0"
"1100","M","(18,22]","(19,33]","1+"
"1101","F","[16,18]","[16,19]","0"
"1102","F","[16,18]","[16,19]","0"
"1103","M","[16,18]","[16,19]","1+"
"1104","F","(18,22]","[16,19]","0"
"1105","M","[16,18]","[16,19]","0"
"1106","F","[16,18]","[16,19]","0"
"1107","M","[16,18]","[16,19]","0"
"1108","M","[16,18]","[16,19]","0"
"1109","F","(22,80]","(19,33]","0"
"1110","F","(22,80]","(33,80]","0"
"1111","F","[16,18]","[16,19]","0"
"1112","F","[16,18]","[16,19]","0"
"1113","F","(18,22]","[16,19]","0"
"1114","F","[16,18]","[16,19]","0"
"1115","F","(22,80]","(19,33]","0"
"1116","M","[16,18]","[16,19]","0"
"1117","M","(22,80]","(33,80]","0"
"1118","M","[16,18]","[16,19]","0"
"1119","F","[16,18]","[16,19]","0"
"1120","F","(22,80]","(19,33]","0"
"1121","M","[16,18]","[16,19]","0"
"1122","F","(18,22]","(19,33]","0"
"1123","F","(18,22]","(19,33]","0"
"1124","F","(18,22]","[16,19]","0"
"1125","F","[16,18]","[16,19]","0"
"1126","F","(22,80]","(33,80]","0"
"1127","M","(18,22]","(19,33]","0"
"1128","M","(22,80]","(19,33]","0"
"1129","M","(22,80]","(33,80]","0"
"1130","F","[16,18]","[16,19]","0"
"1131","F","(18,22]","[16,19]","0"
"1132","F","(22,80]","(19,33]","1+"
"1133","M","[16,18]","[16,19]","0"
"1134","M","[16,18]","[16,19]","0"
"1135","M","(18,22]","(19,33]","0"
"1136","M","[16,18]","[16,19]","0"
"1137","M","[16,18]","[16,19]","0"
"1138","M","(18,22]","[16,19]","0"
"1139","M","(18,22]","[16,19]","0"
"1140","F","(22,80]","(19,33]","0"
"1141","M","(18,22]","[16,19]","0"
"1142","M","(18,22]","[16,19]","0"
"1143","F","[16,18]","[16,19]","0"
"1144","F","(18,22]","[16,19]","0"
"1145","F","[16,18]","[16,19]","0"
"1146","M","[16,18]","[16,19]","0"
"1147","F","(22,80]","(33,80]","0"
"1148","F","[16,18]","[16,19]","0"
"1149","F","[16,18]","[16,19]","0"
"1150","M","(18,22]","(19,33]","0"
"1151","F","(18,22]","(19,33]","0"
"1152","M","[16,18]","[16,19]","0"
"1153","F","[16,18]","[16,19]","0"
"1154","M","[16,18]","[16,19]","0"
"1155","M","[16,18]","[16,19]","0"
"1156","F","(22,80]","(19,33]","0"
"1157","M","[16,18]","[16,19]","0"
"1158","M","(18,22]","[16,19]","1+"
"1159","M","(22,80]","(19,33]","0"
"1160","M","[16,18]","[16,19]","0"
"1161","F","[16,18]","[16,19]","0"
"1162","F","[16,18]","[16,19]","0"
"1163","M","(18,22]","[16,19]","0"
"1164","F","[16,18]","[16,19]","0"
"1165","F","[16,18]","[16,19]","0"
"1166","F","(22,80]","(19,33]","0"
"1167","M","[16,18]","[16,19]","0"
"1168","M","(18,22]","[16,19]","0"
"1169","F","(22,80]","(33,80]","0"
"1170","F","(18,22]","[16,19]","0"
"1171","M","(18,22]","[16,19]","0"
"1172","F","(22,80]","(33,80]","0"
"1173","F","(22,80]","(19,33]","0"
"1174","F","(18,22]","(19,33]","0"
"1175","M","(22,80]","(19,33]","0"
"1176","F","[16,18]","[16,19]","0"
"1177","F","[16,18]","[16,19]","0"
"1178","M","[16,18]","[16,19]","0"
"1179","F","[16,18]","[16,19]","0"
"1180","F","[16,18]","[16,19]","0"
"1181","F","(22,80]","(33,80]","0"
"1182","M","[16,18]","[16,19]","0"
"1183","F","(18,22]","[16,19]","0"
"1184","F","(22,80]","(19,33]","0"
"1185","F","(18,22]","[16,19]","0"
"1186","F","[16,18]","[16,19]","0"
"1187","F","(22,80]","(33,80]","0"
"1188","F","(18,22]","(19,33]","0"
"1189","F","[16,18]","[16,19]","0"
"1190","M","[16,18]","[16,19]","0"
"1191","M","[16,18]","[16,19]","0"
"1192","M","(18,22]","[16,19]","0"
"1193","M","[16,18]","[16,19]","0"
"1194","F","(22,80]","(19,33]","0"
"1195","M","[16,18]","[16,19]","0"
"1196","F","(18,22]","(19,33]","0"
"1197","M","(22,80]","(33,80]","0"
"1198","F","[16,18]","[16,19]","0"
"1199","M","(18,22]","(19,33]","1+"
"1200","M","(18,22]","[16,19]","0"
"1201","F","[16,18]","[16,19]","0"
"1202","M","(22,80]","(19,33]","0"
"1203","F","[16,18]","[16,19]","0"
"1204","M","[16,18]","[16,19]","0"
"1205","F","(22,80]","(19,33]","0"
"1206","F","[16,18]","[16,19]","0"
"1207","F","[16,18]","[16,19]","0"
"1208","F","(22,80]","(33,80]","0"
"1209","M","[16,18]","[16,19]","1+"
"1210","F","(18,22]","(19,33]","0"
"1211","F","[16,18]","[16,19]","0"
"1212","M","[16,18]","[16,19]","0"
"1213","M","[16,18]","[16,19]","0"
"1214","F","(18,22]","[16,19]","0"
"1215","F","(18,22]","(19,33]","0"
"1216","F","[16,18]","[16,19]","0"
"1217","F","[16,18]","[16,19]","0"
"1218","F","(22,80]","(33,80]","0"
"1219","F","(18,22]","(19,33]","0"
"1220","F","[16,18]","[16,19]","0"
"1221","M","[16,18]","[16,19]","0"
"1222","M","[16,18]","[16,19]","0"
"1223","F","(18,22]","[16,19]","0"
"1224","F","[16,18]","[16,19]","0"
"1225","F","(22,80]","(19,33]","1+"
"1226","F","(22,80]","(19,33]","0"
"1227","M","[16,18]","[16,19]","1+"
"1228","F","[16,18]","[16,19]","1+"
"1229","F","(18,22]","(19,33]","1+"
"1230","F","[16,18]","[16,19]","0"
"1231","M","[16,18]","[16,19]","0"
"1232","M","(18,22]","(19,33]","0"
"1233","F","(22,80]","(33,80]","0"
"1234","M","[16,18]","[16,19]","1+"
"1235","M","[16,18]","[16,19]","0"
"1236","M","(22,80]","(19,33]","0"
"1237","F","(22,80]","(19,33]","0"
"1238","M","[16,18]","[16,19]","0"
"1239","M","(18,22]","[16,19]","1+"
"1240","F","(22,80]","(19,33]","0"
"1241","M","[16,18]","[16,19]","0"
"1242","F","[16,18]","[16,19]","0"
"1243","M","(22,80]","(19,33]","0"
"1244","M","[16,18]","[16,19]","1+"
"1245","F","(22,80]","(19,33]","0"
"1246","M","(22,80]","(19,33]","1+"
"1247","F","(22,80]","(33,80]","0"
"1248","F","(22,80]","(19,33]","0"
"1249","F","[16,18]","[16,19]","0"
"1250","F","[16,18]","[16,19]","0"
"1251","F","[16,18]","[16,19]","0"
"1252","F","(22,80]","(33,80]","0"
"1253","F","[16,18]","[16,19]","0"
"1254","F","[16,18]","[16,19]","0"
"1255","F","(22,80]","(33,80]","0"
"1256","F","(18,22]","[16,19]","1+"
"1257","F","(18,22]","(19,33]","0"
"1258","F","[16,18]","[16,19]","0"
"1259","M","(18,22]","(19,33]","0"
"1260","M","(18,22]","(19,33]","0"
"1261","F","[16,18]","[16,19]","0"
"1262","F","(18,22]","[16,19]","0"
"1263","F","(22,80]","(33,80]","0"
"1264","M","(22,80]","(19,33]","0"
"1265","F","(18,22]","(19,33]","0"
"1266","F","(18,22]","(19,33]","0"
"1267","M","[16,18]","[16,19]","0"
"1268","F","[16,18]","[16,19]","0"
"1269","F","(18,22]","[16,19]","0"
"1270","F","(22,80]","(33,80]","0"
"1271","F","(18,22]","[16,19]","0"
"1272","F","(18,22]","(19,33]","0"
"1273","F","[16,18]","[16,19]","0"
"1274","F","(18,22]","(19,33]","0"
"1275","M","(18,22]","[16,19]","0"
"1276","F","[16,18]","[16,19]","0"
"1277","M","[16,18]","[16,19]","0"
"1278","M","[16,18]","[16,19]","1+"
"1279","F","[16,18]","[16,19]","0"
"1280","F","(22,80]","(19,33]","0"
"1281","F","(22,80]","(33,80]","0"
"1282","M","[16,18]","[16,19]","0"
"1283","M","[16,18]","[16,19]","0"
"1284","M","(18,22]","(19,33]","0"
"1285","F","[16,18]","[16,19]","0"
"1286","M","[16,18]","[16,19]","0"
"1287","F","(18,22]","(19,33]","0"
"1288","F","(18,22]","[16,19]","0"
"1289","M","[16,18]","[16,19]","0"
"1290","F","(18,22]","(19,33]","0"
"1291","F","(22,80]","(33,80]","0"
"1292","M","[16,18]","[16,19]","0"
"1293","F","[16,18]","[16,19]","0"
"1294","F","(22,80]","(19,33]","0"
"1295","M","[16,18]","[16,19]","0"
"1296","F","[16,18]","[16,19]","0"
"1297","F","(22,80]","(19,33]","0"
"1298","F","[16,18]","[16,19]","0"
"1299","M","(22,80]","(19,33]","0"
"1300","F","(22,80]","(19,33]","0"
"1301","F","[16,18]","[16,19]","0"
"1302","M","(22,80]","(33,80]","0"
"1303","M","[16,18]","[16,19]","0"
"1304","F","[16,18]","[16,19]","0"
"1305","F","(22,80]","(19,33]","0"
"1306","F","[16,18]","[16,19]","0"
"1307","F","(18,22]","[16,19]","0"
"1308","F","[16,18]","[16,19]","0"
"1309","F","[16,18]","[16,19]","0"
"1310","F","(18,22]","(19,33]","0"
"1311","F","[16,18]","[16,19]","0"
"1312","F","[16,18]","[16,19]","0"
"1313","M","[16,18]","[16,19]","0"
"1314","F","[16,18]","[16,19]","0"
